Sentence,Word,Tag
,",",O
,where,O
,the,O
,internal,O
,(,O
,telluric,O
,),O
,energy,O
,is,O
,dominant,O
,and,O
,the,O
,rock,O
,mass,O
,is,O
,under,O
,lithostatic,O
,pressure,O
,which,O
,exceeds,O
,its,O
,tensile,O
,strength,O
,.,O
Sentence 14,The,O
,epikarst,DFD
,is,O
,defined,O
,as,O
,the,O
,uppermost,O
,zone,O
,of,O
,exposed,O
,karst,O
,rock,O
,",",O
,in,O
,which,O
,permeability,O
,due,O
,to,O
,fissuring,O
,and,O
,karstification,O
,is,O
,higher,O
,and,O
,more,O
,uniformly,O
,distributed,O
,than,O
,in,O
,the,O
,rock,O
,mass,O
,below,O
,.,O
Sentence 15,The,O
,highly,FORM
,corroded,FORM
,zone,DFD
,near,O
,the,O
,surface,O
,is,O
,termed,O
,the,O
,epikarst,O
,or,O
,subcutaneous,DFD
,zone,O
,.,O
Sentence 16,The,O
,highly,FORM
,corroded,FORM
,zone,O
,near,O
,the,O
,surface,O
,is,O
,termed,O
,the,O
,epikarst,DFD
,or,O
,subcutaneous,O
,zone,O
,.,O
Sentence 17,The,O
,term,O
,estavelle,DFD
,was,O
,first,O
,used,O
,in,O
,the,O
,Jura,O
,but,O
,is,O
,now,O
,used,O
,fairly,O
,widely,O
,for,O
,a,O
,hole,O
,which,O
,is,O
,at,O
,one,O
,time,O
,of,O
,the,O
,year,O
,a,O
,swallow,O
,hole,O
,and,O
,at,O
,another,O
,time,O
,a,O
,spring,O
,.,O
Sentence 18,Colluvial,DFD
,transport,DFD
,is,O
,down-slope,O
,movement,O
,of,O
,sediments,O
,without,O
,the,O
,assistance,O
,of,O
,water,O
,.,O
Sentence 19,Stalactites,DFD
,are,O
,centimeter,O
,to,O
,meter,O
,in,O
,scale,O
,",",O
,hanging,O
,from,O
,the,O
,ceiling,O
,and,O
,growing,O
,toward,O
,the,O
,cave,O
,floor,O
,.,O
Sentence 20,Stalagmitic,DFD
,flowstones,DFD
,are,O
,a,O
,particular,O
,type,O
,of,O
,stalagmite,O
,formed,O
,by,O
,a,O
,thin,O
,flowing,O
,film,O
,of,O
,water,O
,itself,O
,fed,O
,by,O
,groups,O
,of,O
,dripping,O
,stalactites,O
,",",O
,and,O
,coat,O
,the,O
,cave,O
,floor,O
,and,O
,walls,O
,.,O
,are,O
,a,O
Sentence 21,Soda,DFD
,straws,DFD
,are,O
,speleothems,O
,generated,O
,by,FORM
,axial,O
,feeding,O
,",",O
,and,FORM
,characterized,FORM
,by,FORM
,a,FORM
,central,FORM
,canal,FORM
,with,FORM
,constant,FORM
,diameter,FORM
,and,O
,by,FORM
,a,FORM
,wall,FORM
,structure,FORM
,that,FORM
,is,FORM
,controlled,FORM
,by,O
,geometric,FORM
,selection,FORM
,during,FORM
,growth,FORM
,on,O
,the,O
,meniscus,O
,of,O
,a,O
,drip,O
,.,O
Sentence 22,Stalagmites,DFD
,are,O
,convex,FORM
,deposits,FORM
,that,FORM
,grow,FORM
,upward,FORM
,",",FORM
,commonly,O
,fed,O
,by,O
,an,O
,overhanging,O
,stalactite,O
,",",FORM
,and,O
,show,FORM
,flat,FORM
,",",FORM
,rounded,FORM
,",",O
,or,FORM
,slightly,FORM
,hollow,FORM
,tops,FORM
,",",O
,but,FORM
,not,FORM
,a,FORM
,central,FORM
,canal,FORM
,.,O
Sentence 23,In,O
,order,O
,for,O
,a,O
,sinkhole,DFD
,to,O
,form,O
,in,O
,the,O
,first,O
,place,O
,",",O
,there,O
,are,O
,three,O
,requirements,O
,:,O
,a,O
,drainage,O
,path,O
,for,O
,the,O
,surface,O
,water,O
,runoff,O
,to,O
,follow,O
,;,O
,a,O
,zone,O
,of,O
,bedrock,O
,modified,O
,by,O
,solution,O
,located,O
,at,O
,or,O
,near,O
,the,O
,surface,O
,;,O
,and,O
,a,O
,covering,O
,of,O
,soil,O
,or,O
,some,O
,other,O
,material,O
,making,O
,up,O
,the,O
,land,O
,surface,O
,(,O
,this,O
,last,O
,is,O
,not,O
,an,O
,absolute,O
,requirement,O
,;,O
,when,O
,that,O
,cover,O
,is,O
,absent,O
,",",O
,certain,O
,types,O
,of,O
,sinkholes,O
,can,O
,still,O
,form,O
,),O
,.,O
Sentence 24,Also,O
,known,O
,as,O
,ponors,O
,",",O
,swallow,DFD
,holes,DFD
,are,O
,the,O
,point,O
,at,O
,which,O
,a,O
,sinking,O
,stream,O
,heads,O
,underground,O
,.,O
Sentence 25,Also,O
,known,O
,as,O
,ponors,DFD
,",",O
,swallow,O
,holes,O
,are,O
,the,O
,point,O
,at,O
,which,O
,a,O
,sinking,O
,stream,O
,heads,O
,underground,O
,.,O
Sentence 26,Swallow,DFD
,holes,DFD
,are,O
,surface,O
,drainage,O
,features,O
,that,FORM
,direct,O
,runoff,O
,into,O
,an,O
,underground,O
,channelóin,O
,other,O
,words,O
,",",FORM
,they,O
,are,O
,sinkholes,FORM
,that,O
,form,FORM
,in,FORM
,a,FORM
,stream,FORM
,bed,FORM
,",",O
,often,FORM
,with,FORM
,a,FORM
,large,FORM
,vertical,FORM
,shaft,FORM
,beneath,FORM
,.,O
Sentence 27,Intrastratal,DFD
,karstification,DFD
,refers,O
,to,O
,the,O
,preferential,O
,dissolution,O
,of,O
,a,O
,particular,O
,bed,O
,or,O
,other,O
,unit,O
,within,O
,a,O
,sequence,O
,of,O
,soluble,O
,rocks,O
,",",O
,e,O
,.g,O
,.,O
,a,O
,gypsum,O
,bed,O
,in,O
,a,O
,dolomite,O
,formation,O
,.,O
Sentence 28,Exokarst,DFD
,refers,O
,to,O
,the,O
,suit,O
,of,O
,karst,O
,features,O
,developed,O
,at,O
,the,O
,surface,O
,.,O
,at,O
,the,O
,surface,O
Sentence 29,Cryptokarst,DFD
,refers,O
,to,O
,karst,O
,forms,O
,developed,O
,beneath,O
,a,O
,blanket,O
,of,O
,permeable,O
,sediments,O
,such,O
,as,O
,soil,O
,",",O
,till,O
,",",O
,periglacial,O
,deposits,O
,and,O
,residual,O
,clays,O
,.,O
Sentence 30,Karst-like,FORM
,landforms,FORM
,produced,O
,by,O
,processes,O
,other,O
,than,O
,dissolution,O
,or,O
,corrosion-induced,O
,subsidence,O
,and,O
,collapse,O
,are,O
,known,O
,as,O
,pseudokarst,DFD
,.,O
Sentence 31,Thermokarst,DFD
,is,O
,a,O
,related,O
,term,O
,applied,O
,to,O
,topographic,O
,depressions,O
,resulting,O
,from,O
,thawing,O
,of,O
,ground,O
,ice,O
,.,O
,ground,O
,ice,O
Sentence 32,Holokarst,DFD
,is,O
,pure,O
,karst,O
,uninfluenced,O
,by,O
,other,O
,rocks,O
,",",O
,and,O
,is,O
,developed,O
,on,O
,thick,O
,limestones,O
,extending,O
,well,O
,below,O
,baselevel,O
,.,O
Sentence 33,Concentrated,O
,inflows,O
,of,O
,water,O
,from,O
,allogenic,O
,sources,O
,sink,O
,underground,O
,at,O
,swallow,DFD
,holes,DFD
,(,O
,also,O
,known,O
,as,O
,swallets,O
,",",O
,stream-sinks,O
,or,O
,ponors,O
,),O
,.,O
Sentence 34,Concentrated,O
,inflows,O
,of,O
,water,O
,from,O
,allogenic,O
,sources,O
,sink,O
,underground,O
,at,O
,swallow,O
,holes,O
,(,O
,also,O
,known,O
,as,O
,swallets,O
,",",O
,stream-sinks,DFD
,or,O
,ponors,DFD
,),O
,.,O
Sentence 35,Concentrated,O
,inflows,O
,of,O
,water,O
,from,O
,allogenic,O
,sources,O
,sink,O
,underground,O
,at,O
,swallow,O
,holes,O
,(,O
,also,O
,known,O
,as,O
,swallets,DFD
,",",O
,stream-sinks,O
,or,O
,ponors,O
,),O
,.,O
Sentence 36,In,O
,contrast,O
,",",FORM
,travertine,DFD
,is,O
,crystalline,O
,",",O
,dense,O
,calcite,O
,that,O
,is,O
,often,O
,well,FORM
,layered,FORM
,",",O
,quite,FORM
,lustrous,FORM
,and,FORM
,lacks,FORM
,framing,FORM
,plant,FORM
,content,FORM
,.,O
Sentence 37,Tufa,DFD
,refers,O
,to,O
,softer,O
,porous,O
,material,O
,found,O
,near,O
,cave,O
,entrances,O
,where,O
,rapid,O
,deposition,O
,is,O
,encouraged,O
,by,O
,evaporation,O
,.,O
Sentence 38,Ideal,O
,cave,DFD
,pearls,DFD
,are,O
,spheres,FORM
,that,O
,range,O
,~,O
,0,O
,.2,O
,to,O
,10,O
,–,O
,15,O
,mm,O
,in,O
,diameter,O
,.,O
Sentence 39,Opal,DFD
,(,O
,cristobalite,DFD
,),O
,is,O
,a,O
,very,O
,fine-grained,FORM
,silica,O
,that,O
,occurs,O
,as,O
,thin,O
,interlayers,O
,in,O
,some,O
,calcite,O
,and,O
,gypsum,O
,speleothems,O
,.,O
Sentence 40,The,O
,static,DFD
,cave,DFD
,is,O
,a,O
,simple,O
,deep,FORM
,hole,FORM
,with,FORM
,no,FORM
,air,FORM
,drainage,FORM
,out,FORM
,of,FORM
,the,FORM
,bottom,FORM
,;,O
,thus,O
,it,O
,traps,O
,cold,O
,",",O
,dense,O
,air,O
,and,O
,excludes,O
,warmer,O
,air,O
,.,O
Sentence 41,Sedimentologists,O
,define,O
,primary,DFD
,porosity,DFD
,as,O
,that,O
,created,O
,during,O
,deposition,O
,of,O
,the,O
,rock,O
,(,O
,i,O
,.e,O
,.,O
,created,O
,first,O
,),O
,and,O
,secondary,O
,porosity,O
,as,O
,that,O
,produced,O
,during,O
,diagenesis,O
,.,O
Sentence 42,Shaft-like,FORM
,depressions,FORM
,deeply,FORM
,flooded,FORM
,by,FORM
,seawater,FORM
,in,O
,low-lying,O
,coral,O
,islands,O
,are,O
,known,O
,as,O
,blue,DFD
,holes,DFD
,.,O
Sentence 43,Suffosion,DFD
,is,O
,the,O
,process,O
,whereby,O
,fines,O
,are,O
,evacuated,O
,through,O
,underlying,O
,pipes,O
,in,O
,the,O
,karstified,O
,bedrock,O
,by,O
,a,O
,combination,O
,of,O
,physical,O
,downwashing,O
,and,O
,chemical,O
,solution,O
,.,O
Sentence 44,The,O
,word,O
,polje,DFD
,signifies,O
,a,O
,field,O
,or,O
,a,O
,large,O
,plain,O
,",",O
,and,O
,it,O
,is,O
,still,O
,widely,O
,used,O
,in,O
,Slav,O
,languages,O
,without,O
,particular,O
,reference,O
,to,O
,karstic,O
,terrain,O
,(,O
,Sweeting,O
,1972,O
,",",O
,Roglič,O
,1974,O
,),O
,",",O
,although,O
,poljes,O
,in,O
,the,O
,karst,O
,of,O
,Slovenia,O
,are,O
,usually,O
,called,O
,dolina,O
,or,O
,dol,O
,(,O
,Gams,O
,1994,O
,),O
,.,O
Sentence 45,The,O
,word,O
,‘,O
,tower,DFD
,’,O
,therefore,O
,subsumes,O
,a,O
,myriad,O
,of,O
,forms,O
,",",O
,and,O
,a,O
,variety,O
,of,O
,terms,O
,in,O
,different,O
,languages,O
,has,O
,been,O
,used,O
,to,O
,describe,O
,them,O
,",",O
,including,O
,turm,DFD
,",",O
,mogote,DFD
,",",O
,cone,O
,",",O
,piton,O
,",",O
,hum,O
,and,O
,pepino,O
,.,O
Sentence 46,The,O
,word,O
,‘,O
,tower,O
,’,O
,therefore,O
,subsumes,O
,a,O
,myriad,O
,of,O
,forms,O
,",",O
,and,O
,a,O
,variety,O
,of,O
,terms,O
,in,O
,different,O
,languages,O
,has,O
,been,O
,used,O
,to,O
,describe,O
,them,O
,",",O
,including,O
,turm,O
,",",O
,mogote,O
,",",O
,cone,DFD
,",",O
,piton,DFD
,",",O
,hum,DFD
,and,O
,pepino,O
,.,O
Sentence 47,The,O
,word,O
,‘,O
,tower,O
,’,O
,therefore,O
,subsumes,O
,a,O
,myriad,O
,of,O
,forms,O
,",",O
,and,O
,a,O
,variety,O
,of,O
,terms,O
,in,O
,different,O
,languages,O
,has,O
,been,O
,used,O
,to,O
,describe,O
,them,O
,",",O
,including,O
,turm,O
,",",O
,mogote,O
,",",O
,cone,O
,",",O
,piton,O
,",",O
,hum,O
,and,O
,pepino,DFD
,.,O
Sentence 48,Breccia,DFD
,pipes,DFD
,are,O
,common,O
,features,O
,of,O
,gypsum,O
,karst,O
,that,O
,are,O
,created,O
,by,O
,progressive,O
,stoping,O
,above,O
,sites,O
,of,O
,interstratal,O
,dissolution,O
,.,O
Sentence 49,Gypsum,DFD
,tumuli,DFD
,(,O
,bubbles,O
,or,FORM
,tents,O
,),O
,are,O
,hollow,FORM
,domes,FORM
,of,O
,freshly,O
,formed,O
,gypsum,O
,that,O
,are,O
,round,FORM
,or,O
,elliptical,FORM
,in,FORM
,plan,FORM
,(,O
,Breish,O
,and,O
,Wefer,O
,1981,O
,",",O
,Pulido-Bosch,O
,1986,O
,",",O
,Macaluso,O
,and,O
,Sauro,O
,1996,O
,),O
,.,O
Sentence 50,Gypsum,O
,tumuli,O
,(,O
,bubbles,DFD
,or,FORM
,tents,DFD
,),O
,are,O
,hollow,FORM
,domes,FORM
,of,O
,freshly,O
,formed,O
,gypsum,O
,that,O
,are,O
,round,FORM
,or,O
,elliptical,FORM
,in,FORM
,plan,FORM
,(,O
,Breish,O
,and,O
,Wefer,O
,1981,O
,",",O
,Pulido-Bosch,O
,1986,O
,",",O
,Macaluso,O
,and,O
,Sauro,O
,1996,O
,),O
,.,O
Sentence 51,Clasts,O
,with,O
,microrills,O
,are,O
,rillensteine,DFD
,(,O
,Laudermilk,O
,and,O
,Woodford,O
,1932,O
,),O
,.,O
Sentence 52,Solution,DFD
,runnels,DFD
,are,O
,normal,O
,Hortonian,O
,channels,O
,",",O
,heading,O
,where,O
,sheetflow,O
,or,O
,wash,O
,on,O
,a,O
,slope,O
,breaks,O
,down,O
,into,O
,linear,O
,threads,O
,.,O
Sentence 53,Solution,DFD
,dolines,DFD
,are,O
,a,O
,common,O
,feature,O
,of,O
,karst,O
,in,O
,humid,O
,areas,O
,",",O
,yet,O
,not,O
,all,O
,carbonate,O
,rocks,O
,support,O
,them,O
,.,O
Sentence 54,Pinnacle,DFD
,karst,DFD
,is,O
,a,O
,spectacular,O
,small-scale,O
,landform,O
,found,O
,principally,O
,in,O
,the,O
,humid,O
,tropics,O
,and,O
,subtropics,O
,",",O
,with,O
,the,O
,best,O
,known,O
,examples,O
,coming,O
,from,O
,Gunung,O
,Api,O
,",",O
,Mulu,O
,",",O
,and,O
,Mount,O
,Kaijende,O
,",",O
,New,O
,Guinea,O
,.,O
Sentence 55,Caves,DFD
,are,O
,natural,O
,museums,O
,",",O
,preserving,O
,important,O
,archaeological,O
,evidence,O
,as,O
,well,O
,as,O
,sediments,O
,and,O
,deposits,O
,that,O
,provide,O
,clues,O
,to,O
,past,O
,environments,O
,.,O
Sentence 56,Blue,DFD
,holes,DFD
,are,O
,water-filled,FORM
,vertical,FORM
,openings,FORM
,in,O
,the,O
,carbonate,O
,rock,O
,of,O
,the,O
,islands,O
,",",O
,which,O
,exhibit,O
,complex,O
,morphologies,O
,",",O
,ecologies,O
,",",O
,and,O
,water,O
,chemistries,O
,.,O
Sentence 57,Blue,DFD
,holes,DFD
,are,O
,the,O
,composite,O
,result,O
,of,O
,carbonate,O
,deposition,O
,and,O
,dissolution,O
,cycles,O
,",",O
,which,O
,have,O
,been,O
,controlled,O
,by,O
,glacial,O
,sea-level,O
,fluctuations,O
,.,O
Sentence 58,The,O
,term,O
,“,O
,blue,DFD
,hole,DFD
,”,O
,has,O
,been,O
,used,O
,in,O
,a,O
,variety,O
,of,O
,ways,O
,",",O
,but,O
,they,O
,are,O
,best,O
,defined,O
,as,O
,:,O
,“,O
,subsurface,O
,voids,O
,that,O
,are,O
,developed,O
,in,O
,carbonate,O
,banks,O
,and,O
,islands,O
,;,O
,are,O
,open,FORM
,to,FORM
,the,FORM
,Earth,FORM
,’,FORM
,s,FORM
,surface,FORM
,;,O
,contain,O
,tidally,O
,influenced,O
,waters,O
,of,O
,fresh,O
,",",O
,marine,O
,",",O
,or,O
,mixed,O
,chemistry,O
,;,O
,extend,O
,below,O
,sea-level,O
,for,O
,a,O
,majority,O
,of,O
,their,O
,depth,O
,;,O
,and,O
,may,O
,provide,O
,access,O
,to,O
,submerged,O
,cave,O
,passages,O
,.,O
Sentence 59,Carbon,DFD
,dioxide,DFD
,in,O
,aqueous,O
,solution,O
,is,O
,a,O
,critical,O
,component,O
,in,O
,both,O
,the,O
,solution,O
,and,O
,precipitation,O
,of,O
,speleothems,O
,and,O
,the,O
,solution,O
,of,O
,limestone,O
,.,O
Sentence 60,Diagenesis,DFD
,is,O
,a,O
,term,O
,describing,O
,processes,O
,of,O
,compaction,O
,and,O
,/,O
,or,O
,cementation,O
,of,O
,the,O
,initially,O
,unconsolidated,O
,carbonate,O
,mud,O
,and,O
,debris,O
,(,O
,Moore,O
,",",O
,2001,O
,),O
,.,O
,compaction,O
,and,O
,/,O
,or,O
,cementation,O
,of,O
,the,O
,initially,O
,unconsolidated,O
,carbonate,O
,mud,O
,and,O
,debris,O
Sentence 61,Dolostone,DFD
,is,O
,a,O
,major,O
,product,O
,of,O
,diagenesis,O
,.,O
Sentence 62,Carbonatites,DFD
,are,O
,intrusive,O
,igneous,O
,rocks,O
,composed,O
,of,O
,60,O
,–,O
,90%,O
,carbonate,O
,minerals,O
,",",O
,chiefly,O
,calcite,O
,.,O
,rocks,O
Sentence 63,Pit,DFD
,caves,DFD
,are,O
,vertical,FORM
,shafts,O
,",",O
,1,O
,–,O
,2,O
,m,O
,in,O
,diameter,O
,and,O
,up,O
,to,O
,15,O
,m,O
,deep,O
,.,O
Sentence 64,Mogotes,DFD
,are,O
,isolated,FORM
,karst,O
,towers,O
,that,O
,rise,O
,from,O
,the,O
,blanket,O
,sands,O
,in,O
,the,O
,northern,O
,section,O
,.,O
Sentence 65,Fenglin,DFD
,is,O
,an,O
,extreme,FORM
,form,FORM
,of,FORM
,karst,FORM
,that,O
,only,O
,develops,O
,where,O
,dissolution,O
,rates,O
,",",O
,tectonic,O
,uplift,O
,",",O
,and,O
,alluviation,O
,maintain,O
,a,O
,critical,O
,balance,O
,(,O
,Zhang,O
,",",O
,1980,O
,),O
,.,O
Sentence 66,The,O
,principal,O
,surface,O
,karst,O
,landforms,O
,are,O
,shapely,O
,solution,DFD
,dolines,DFD
,",",O
,10,O
,–,O
,100,O
,m,O
,in,O
,diameter,O
,and,O
,up,O
,to,O
,30,O
,m,O
,in,O
,depth,O
,.,O
Sentence 67,Vertical,DFD
,shafts,DFD
,are,O
,common,O
,underground,O
,",",O
,and,O
,are,O
,often,O
,exposed,O
,at,O
,the,O
,surface,O
,",",O
,truncated,O
,by,O
,glaciation,O
,and,O
,filled,O
,with,O
,shattered,O
,rock,O
,and,O
,sediment,O
,.,O
Sentence 68,The,O
,term,O
,sinkhole,DFD
,is,O
,sometimes,O
,used,O
,to,O
,refer,O
,both,O
,to,O
,dolines,O
,(,O
,especially,O
,in,O
,North,O
,America,O
,and,O
,in,O
,the,O
,engineering,O
,literature,O
,),O
,and,O
,to,O
,depressions,O
,where,O
,streams,O
,sink,O
,underground,O
,",",O
,which,O
,in,O
,Europe,O
,are,O
,described,O
,by,O
,separate,O
,terms,O
,(,O
,including,O
,ponor,O
,",",O
,swallow,O
,hole,O
,",",O
,and,O
,stream-sink,O
,),O
,.,O
Sentence 69,Shakehole,DFD
,is,O
,a,O
,term,O
,used,O
,in,O
,England,O
,to,O
,describe,O
,depressions,O
,in,O
,bouldery,O
,deposits,O
,such,O
,as,O
,glacial,O
,drift,O
,overlying,O
,limestone,O
,.,O
Sentence 70,Collapse,DFD
,refers,O
,to,O
,rapid,O
,downward,O
,movement,O
,of,O
,the,O
,ground,O
,",",O
,whereas,O
,subsidence,O
,refers,O
,to,O
,gradual,O
,movement,O
,",",O
,sometimes,O
,without,O
,even,O
,ripping,O
,the,O
,surface,O
,.,O
Sentence 71,Fovals,DFD
,are,O
,brown-greyish,O
,formations,O
,that,O
,can,O
,be,O
,found,O
,in,O
,different,O
,positions,O
,in,O
,the,O
,caves,O
,",",O
,on,O
,the,O
,floor,O
,",",O
,or,O
,on,O
,the,O
,rocky,O
,walls,O
,.,O
Sentence 72,Glacier,O
,pseudokarst,FORM
,also,O
,develops,O
,in,O
,debris,FORM
,where,O
,buried,O
,ice,O
,melts,O
,in,O
,situ,O
,",",O
,developing,O
,closed,O
,depressions,O
,",",O
,in,O
,isolation,O
,known,O
,as,O
,“,O
,kettle,DFD
,holes,DFD
,”,O
,",",O
,or,O
,assembled,FORM
,into,FORM
,extensive,FORM
,debris,O
,pseudokarst,O
,hillocks,FORM
,termed,O
,“,O
,hummocky,O
,moraine,O
,”,O
,.,O
Sentence 73,The,O
,springs,O
,in,O
,allogenic,O
,karst,O
,aquifers,O
,are,O
,known,O
,as,O
,resurgences,DFD
,",",O
,and,O
,are,O
,often,O
,characterized,O
,by,O
,substantial,O
,variation,O
,in,O
,water,O
,quality,O
,since,O
,they,O
,reflect,O
,the,O
,changing,O
,water,O
,quality,O
,of,O
,the,O
,sinking,O
,streams,O
,.,O
Sentence 74,Autogenic,O
,karst,O
,aquifers,O
,feed,O
,springs,O
,known,O
,as,O
,exsurgences,DFD
,.,O
Sentence 75,K,DFD
,is,O
,a,O
,term,O
,describing,O
,the,O
,occurrence,O
,of,O
,swallow,O
,holes,O
,and,O
,fractures,O
,.,O
Sentence 76,An,O
,important,O
,methodology,O
,is,O
,the,O
,EPIK,DFD
,system,DFD
,",",O
,developed,O
,in,O
,Switzerland,O
,and,O
,intended,O
,particularly,O
,for,O
,use,O
,in,O
,the,O
,karst,O
,of,O
,the,O
,Jura,O
,mountains,O
,(,O
,Doerfliger,O
,et,O
,al,O
,.,O
Sentence 77,The,O
,smaller,O
,numbers,O
,of,O
,larger,O
,islands,O
,are,O
,clusters,O
,of,O
,steep,O
,limestone,O
,hills,O
,that,O
,are,O
,typical,O
,of,O
,fengcong,DFD
,karst,DFD
,—,O
,fragments,O
,of,O
,a,O
,spectacular,O
,karst,O
,that,O
,had,O
,not,O
,evolved,O
,through,O
,to,O
,the,O
,fenglin,O
,landforms,O
,.,O
Sentence 78,A,O
,paleocave,DFD
,system,DFD
,is,O
,defined,O
,as,O
,a,O
,cave,O
,system,O
,that,O
,is,O
,no,O
,longer,O
,related,O
,in,O
,time,O
,or,O
,space,O
,to,O
,the,O
,active,O
,karst,O
,system,O
,that,O
,formed,O
,it,O
,(,O
,Loucks,O
,",",O
,1999,O
,),O
,.,O
Sentence 79,A,O
,paleocave,DFD
,hydrocarbon,DFD
,reservoir,DFD
,is,O
,a,O
,reservoir,O
,where,O
,the,O
,pore,O
,network,O
,consists,O
,of,O
,karst-related,O
,cavernous,O
,porosity,O
,and,O
,/,O
,or,O
,of,O
,cave-collapse-related,O
,interclast,O
,and,O
,fracture,O
,porosity,O
,.,O
Sentence 80,The,O
,phreatic,DFD
,zone,DFD
,is,O
,the,O
,deep,O
,portion,O
,of,O
,an,O
,aquifer,O
,that,O
,does,O
,not,O
,experience,O
,exchange,O
,with,O
,stream,O
,water,O
,",",O
,in,O
,contrast,O
,to,O
,the,O
,hyporheic,O
,zone,O
,.,O
Sentence 81,The,O
,arêtes,DFD
,are,O
,naked,FORM
,",",FORM
,reticulated,FORM
,",",FORM
,saw-topped,FORM
,ridges,FORM
,with,FORM
,spires,FORM
,",",O
,with,O
,practically,O
,vertical,FORM
,side,FORM
,slopes,FORM
,c,O
,.,O
,120,O
,m,O
,high,O
,.,O
Sentence 82,Microrills,DFD
,are,O
,the,O
,smallest,O
,karren,O
,form,O
,showing,O
,a,O
,distinctive,FORM
,rilling,FORM
,appearance,FORM
,.,O
Sentence 83,Rainpits,DFD
,are,O
,small,O
,cup-like,FORM
,hollows,FORM
,",",FORM
,sub-circular,FORM
,in,FORM
,plan,FORM
,and,FORM
,nearly,FORM
,parabolic,FORM
,in,FORM
,cross,FORM
,section,FORM
,",",O
,whose,O
,diameter,O
,ranges,O
,from,O
,0,O
,.5,O
,–,O
,5,O
,cm,O
,and,O
,rarely,O
,exceed,O
,2,O
,cm,O
,in,O
,depth,O
,;,O
,they,O
,appear,O
,clustered,O
,in,O
,groups,O
,",",O
,or,O
,even,O
,packed,O
,by,O
,coalescence,O
,.,O
Sentence 84,Decantation,DFD
,runnels,DFD
,are,O
,rills,O
,",",O
,which,O
,reduce,FORM
,in,FORM
,width,FORM
,and,FORM
,depth,FORM
,downslope,FORM
,because,O
,the,O
,solvent,O
,supply,O
,is,O
,not,O
,directly,O
,related,O
