Sentence,Word,Tag
,is,O
,a,O
,blanket,O
,of,O
,mixed,O
,glacial,O
,sediments-mainly,REG
,tills,REG
,and,REG
,other,REG
,diamictons-formed,REG
,beneath,REG
,a,O
,glacier,REG
,.,O
Sentence 12,A,O
,coral,DFD
,reef,DFD
,is,O
,a,O
,ridge,REG
,or,REG
,mound,REG
,built,O
,of,REG
,the,REG
,skeletal,REG
,remains,REG
,of,REG
,generations,REG
,of,REG
,coral,REG
,animals,REG
,",",O
,upon,REG
,which,REG
,grow,REG
,living,REG
,coral,REG
,polyps,REG
,.,O
Sentence 13,An,O
,atoll,DFD
,is,O
,a,O
,ring,DFD
,of,REG
,coral,REG
,reef,O
,and,REG
,small,REG
,sandy,REG
,islands,REG
,that,REG
,encircles,REG
,a,REG
,shallow,REG
,lagoon,REG
,.,O
Sentence 14,Weathering,DFD
,is,O
,a,REG
,process,O
,of,REG
,a,O
,slow,REG
,continuous,REG
,breakdown,O
,of,REG
,rocks,REG
,into,REG
,smaller,REG
,particles,REG
,that,REG
,are,O
,in,REG
,equilibrium,REG
,with,REG
,the,REG
,prevailing,REG
,environment,REG
Sentence 15,Soil,DFD
,is,O
,a,O
,mixture,O
,of,O
,fine,O
,mineral,O
,fragments,O
,(,O
,including,O
,quartz,O
,and,O
,clay,O
,minerals,O
,),O
,",",O
,organic,O
,matter,O
,",",O
,and,O
,empty,O
,spaces,O
,that,O
,may,O
,be,O
,partially,O
,filled,O
,with,O
,water,O
,.,O
Sentence 16,A,O
,clast,DFD
,is,O
,a,O
,fragment,O
,of,REG
,rock,REG
,or,REG
,mineral,O
,",",O
,ranging,REG
,in,REG
,size,REG
,from,REG
,less,REG
,than,REG
,a,REG
,micron,REG
,(,O
,too,O
,small,REG
,to,REG
,see,REG
,),O
,to,REG
,as,REG
,big,O
,as,O
,an,REG
,apartment,O
,block,O
,.,O
Sentence 17,Basin,DFD
,morphometry,DFD
,is,O
,a,O
,function,O
,of,O
,stream,REG
,order,REG
,and,O
,drainage,REG
,patterns,REG
,.,O
Sentence 18,The,O
,term,O
,preglacial,DFD
,landform,O
,refers,O
,to,O
,any,O
,landform,O
,older,O
,than,REG
,a,O
,specified,O
,glaciation,REG
,.,O
Sentence 19,Geomorphic,DFD
,generation,DFD
,is,O
,a,O
,part,O
,of,O
,the,REG
,classification,O
,that,O
,allows,REG
,for,O
,the,REG
,recognition,O
,of,O
,more,O
,than,REG
,one,REG
,geomorphic,REG
,process,O
,type,O
,or,O
,landform,O
,at,O
,any,O
,given,O
,location,O
,due,O
,to,O
,process,O
,overprinting,REG
,.,O
Sentence 20,A,O
,dynamic,DFD
,metastable,DFD
,equilibrium,O
,is,O
,a,REG
,combination,REG
,of,REG
,dynamic,REG
,and,REG
,metastable,REG
,equilibria,REG
,",",O
,in,REG
,which,REG
,large,REG
,jumps,REG
,across,REG
,thresholds,REG
,break,REG
,in,REG
,upon,REG
,small-scale,REG
,fluctuations,REG
,about,REG
,a,REG
,moving,REG
,mean,O
,.,O
Sentence 21,Tephra,DFD
,is,O
,a,O
,term,O
,covering,REG
,three,O
,types,O
,of,O
,pyroclastic,REG
,material,REG
,of,O
,differing,REG
,grain,REG
,size,REG
,.,O
Sentence 22,pH,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,acidity,O
,or,O
,alkalinity,O
,of,O
,aqueous,O
,solutions,REG
,.,O
Sentence 23,Carbonation,DFD
,is,O
,a,O
,step,DFD
,in,O
,the,REG
,complex,REG
,weathering,REG
,of,REG
,many,REG
,other,REG
,minerals,REG
,",",O
,such,O
,as,REG
,in,REG
,the,REG
,hydrolysis,REG
,of,REG
,feldspar,DFD
,.,O
Sentence 24,Laterite,DFD
,is,O
,a,O
,term,O
,used,O
,to,O
,describe,O
,weathering,REG
,deposits,O
,rich,O
,in,O
,iron,O
,and,O
,aluminium,O
,.,O
Sentence 25,Friction,DFD
,is,O
,a,O
,force,O
,that,O
,acts,O
,against,O
,gravity,REG
,and,O
,resists,O
,movement,REG
,.,O
Sentence 26,Drainage,DFD
,density,DFD
,is,O
,a,O
,measure,O
,of,O
,how,O
,frequently,O
,streams,O
,occur,REG
,on,REG
,the,REG
,land,O
,surface,REG
,.,O
Sentence 27,A,O
,riegel,DFD
,is,O
,a,O
,rock,O
,barrier,O
,that,O
,sits,O
,across,REG
,a,REG
,valley,O
,",",O
,often,O
,where,REG
,a,REG
,band,REG
,of,REG
,hard,REG
,rock,REG
,outcrops,REG
,.,O
Sentence 28,An,O
,iceberg,DFD
,is,O
,a,O
,piece,O
,of,O
,ice,O
,that,O
,has,O
,broken,O
,from,REG
,an,O
,ice,REG
,shelf,REG
,and,O
,that,O
,floats,O
,in,O
,the,O
,Ocean,REG
,.,O
Sentence 29,A,O
,sea,DFD
,cave,DFD
,is,O
,a,REG
,hollow,REG
,excavated,REG
,by,REG
,waves,REG
,in,REG
,a,REG
,zone,REG
,of,REG
,weakness,REG
,on,REG
,a,REG
,cliff,REG
,.,O
Sentence 30,A,O
,tidewater,DFD
,glacier,DFD
,is,O
,a,REG
,glacier,REG
,that,REG
,terminates,REG
,in,REG
,the,REG
,sea,REG
,",",O
,where,REG
,it,REG
,usually,REG
,ends,REG
,in,REG
,an,REG
,ice,REG
,cliff,REG
,from,REG
,which,REG
,icebergs,REG
,are,O
,discharged,REG
,.,O
Sentence 31,A,O
,light,DFD
,year,DFD
,is,O
,a,O
,unit,O
,of,O
,length,O
,",",O
,equal,O
,to,O
,just,O
,under,O
,10,REG
,trillion,O
,km,O
,.,O
Sentence 32,Moraine,DFD
,is,O
,a,O
,material,O
,transported,O
,by,REG
,a,O
,glacier,O
,and,REG
,then,REG
,deposited,REG
,.,O
Sentence 33,Orogeny,DFD
,is,O
,a,O
,mountain,O
,building,DFD
,process,O
,whereas,O
,epeirogeny,REG
,is,O
,continental,REG
,building,DFD
,process,O
,.,O
Sentence 34,Morphometric,DFD
,analysis,O
,is,O
,a,REG
,method,REG
,of,REG
,extracting,REG
,information,REG
,from,REG
,published,REG
,maps,REG
,.,O
Sentence 35,The,O
,profilometer,DFD
,is,O
,a,O
,comb,REG
,equipped,REG
,with,REG
,fine,REG
,",",O
,closely,REG
,spaced,REG
,teeth,REG
,that,REG
,advance,REG
,or,REG
,retreat,REG
,through,REG
,the,REG
,housing,REG
,when,REG
,depressed,REG
,against,REG
,a,O
,rough,REG
,surface,REG
,.,O
Sentence 36,Amino-acid,DFD
,geochronology,DFD
,is,O
,a,REG
,relative-age,REG
,dating,REG
,technique,O
,based,REG
,on,REG
,the,REG
,premise,REG
,that,REG
,proteins,REG
,in,REG
,bones,O
,and,O
,shells,REG
,are,O
,affected,REG
,by,REG
,a,O
,number,O
,of,REG
,chemical,REG
,reactions,REG
,that,O
,are,O
,partly,O
,time-dependent,O
,.,O
Sentence 37,An,O
,anabranching,DFD
,alluvial,REG
,river,O
,is,O
,a,REG
,system,O
,of,REG
,mul,REG
,tiple,REG
,channels,O
,characterized,REG
,by,REG
,vegetated,REG
,or,O
,oth,REG
,erwise,REG
,stable,O
,alluvial,REG
,islands,O
,that,O
,divide,O
,flows,O
,at,O
,discharges,O
,up,REG
,to,O
,bankfull,O
,.,O
Sentence 38,An,O
,earthquake,DFD
,is,O
,a,O
,vibration,O
,or,O
,oscillation,REG
,of,REG
,the,REG
,surface,REG
,of,REG
,the,REG
,earth,REG
,caused,REG
,by,REG
,sudden,O
,release,O
,of,REG
,enormous,O
,pressure,O
,.,O
Sentence 39,Abrasion,DFD
,is,O
,a,O
,particle-by-particle,REG
,erosion,REG
,process,O
,and,O
,produces,O
,large,REG
,amounts,REG
,of,O
,silt-sized,REG
,(,O
,0,O
,.,O
,002-0,O
,.,O
,0625,REG
,mm,O
,),O
,sediments,REG
,.,O
Sentence 40,Coastal,DFD
,geomorphology,DFD
,is,O
,a,O
,branch,O
,of,REG
,geomorphology,REG
,in,REG
,which,O
,the,REG
,focus,REG
,is,O
,on,REG
,the,REG
,area,O
,influenced,O
,by,REG
,large,REG
,bodies,REG
,of,REG
,water,O
,",",O
,including,O
,seas,O
,and,O
,oceans,REG
,",",O
,and,O
,large,REG
,lakes,O
,.,O
Sentence 41,A,O
,tsunami,DFD
,is,O
,a,REG
,series,DFD
,of,REG
,ocean,O
,waves,O
,of,O
,extremely,O
,long,REG
,wave,REG
,length,REG
,and,O
,period,REG
,that,REG
,is,O
,generated,REG
,by,REG
,an,REG
,impulsive,REG
,disturbance,O
,that,O
,displaces,REG
,the,REG
,water,O
,",",O
,rather,REG
,than,REG
,by,REG
,the,REG
,wind,REG
,.,O
Sentence 42,Accuracy,DFD
,is,O
,a,O
,measure,O
,of,O
,how,O
,close,O
,an,O
,age,O
,is,O
,to,O
,the,O
,time,O
,of,O
,formation,O
,or,O
,death,O
,of,O
,the,O
,dated,O
,material,O
,.,O
Sentence 43,Magnitude,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,amount,O
,of,O
,energy,REG
,released,O
,by,REG
,an,O
,earthquake,O
,",",O
,and,O
,it,O
,is,O
,proportional,O
,to,O
,the,O
,area,O
,of,O
,the,O
,rupture,O
,surface,REG
,and,O
,to,O
,the,O
,amount,O
,of,O
,displacement,O
,.,O
Sentence 44,A,O
,mantle,DFD
,plume,DFD
,is,O
,a,O
,column,O
,of,O
,hot,O
,rock,O
,(,O
,not,O
,magma,O
,),O
,that,O
,ascends,REG
,toward,O
,the,O
,surface,REG
,from,REG
,the,O
,lowermantle,REG
,.,O
Sentence 45,Clast,DFD
,shape,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,overall,O
,shape,O
,of,REG
,a,O
,particle,O
,.,O
Sentence 46,A,O
,profilometer,DFD
,is,O
,a,O
,comb,REG
,equipped,REG
,with,REG
,fine,REG
,",",O
,closely,REG
,spaced,REG
,teeth,REG
,that,REG
,advance,REG
,or,REG
,retreat,REG
,through,REG
,the,REG
,housing,REG
,when,REG
,depressed,REG
,against,REG
,a,REG
,rough,REG
,surface,REG
,.,O
Sentence 47,Amino-acid,DFD
,geochronology,DFD
,is,O
,a,REG
,relative-age,REG
,dating,REG
,technique,O
,based,REG
,on,REG
,the,REG
,premise,REG
,that,REG
,proteins,REG
,in,REG
,bones,O
,and,O
,shells,REG
,are,O
,affected,REG
,by,REG
,a,O
,number,O
,of,REG
,chemical,REG
,reactions,REG
,that,O
,are,O
,partly,O
,time-dependent,O
,.,O
Sentence 48,A,O
,suture,DFD
,is,O
,a,O
,surface,O
,or,O
,zone,O
,separating,REG
,two,REG
,non-subductable,REG
,pieces,REG
,of,O
,crust,REG
,that,O
,are,O
,juxtaposed,REG
,following,O
,disappearance,O
,of,O
,an,O
,intervening,REG
,ocean,O
,.,O
Sentence 49,A,O
,paleoseismic,DFD
,record,DFD
,is,O
,a,O
,record,O
,of,O
,large,REG
,or,O
,great,REG
,earthquakes,REG
,(,O
,because,REG
,geologic,REG
,evidence,REG
,of,O
,small,REG
,and,O
,moderate-sized,REG
,earthquakes,REG
,is,O
,rarely,O
,created,REG
,or,O
,preserved,REG
,near,REG
,the,O
,surface,O
,),O
,.,O
Sentence 50,An,O
,aquifer,DFD
,is,O
,defined,O
,as,O
,a,O
,body,O
,of,O
,rock,O
,or,O
,unconsolidated,O
,sediment,O
,that,O
,has,O
,sufficient,O
,permeability,O
,to,O
,allow,O
,water,O
,to,O
,flow,O
,through,O
,it,O
,.,O
Sentence 51,Glaciers,DFD
,are,O
,large,REG
,masses,O
,of,REG
,ice,O
,formed,REG
,of,O
,compressed,O
,snow,REG
,that,O
,move,REG
,slowly,REG
,under,REG
,their,REG
,own,REG
,weight,O
,.,O
Sentence 52,Sills,DFD
,are,O
,concordant,DFD
,intrusions,O
,and,REG
,frequently,REG
,form,REG
,resistant,O
,",",O
,tabular,REG
,bands,REG
,within,REG
,sedimentary,REG
,beds,REG
,",",O
,although,REG
,they,O
,may,O
,cross,REG
,beds,REG
,to,REG
,spread,O
,along,REG
,other,O
,bedding,REG
,planes,REG
,.,O
Sentence 53,Laccoliths,DFD
,are,O
,sills,O
,that,O
,have,O
,thickened,O
,to,O
,produce,O
,domes,O
,.,O
Sentence 54,Phacoliths,DFD
,are,O
,lens-shaped,REG
,masses,O
,seated,REG
,in,REG
,anticlinal,REG
,crests,REG
,and,O
,synclinal,O
,troughs,REG
,.,O
Sentence 55,Blockfields,DFD
,are,O
,large,REG
,expanses,REG
,of,REG
,coarse,REG
,and,REG
,angular,REG
,rock,REG
,rubble,REG
,.,O
Sentence 56,Grab,DFD
,samplers,DFD
,are,O
,buckets,O
,or,O
,segments,REG
,that,O
,drive,REG
,into,REG
,the,REG
,sediment,O
,layer,REG
,and,O
,enclose,REG
,and,O
,retain,REG
,a,O
,layer,REG
,.,O
Sentence 57,Ophiolites,DFD
,are,O
,sections,O
,of,REG
,the,REG
,earth,O
,',O
,s,O
,oceanic,REG
,crust,REG
,and,REG
,the,REG
,underlying,REG
,upper,REG
,mantle,REG
,that,REG
,have,REG
,been,O
,uplifted,REG
,or,REG
,emplaced,REG
,and,O
,exposed,REG
,within,O
,the,O
,continental,REG
,crustal,REG
,rocks,O
,.,O
Sentence 58,Collisions,DFD
,are,O
,zones,O
,where,REG
,a,REG
,continent,REG
,",",O
,island,REG
,arc,REG
,",",O
,oceanic,REG
,plateau,REG
,",",O
,or,REG
,other,REG
,thick,REG
,piece,REG
,of,REG
,crust,REG
,on,REG
,a,REG
,downgoing,REG
,plate,REG
,arrives,REG
,at,REG
,a,REG
,subduction,REG
,zone,REG
,.,O
Sentence 59,Volcanic,DFD
,rift,REG
,zones,O
,are,O
,belts,O
,of,REG
,aligned,O
,volcanic,REG
,vents,REG
,and,O
,associated,REG
,magma-induced,REG
,extensional,REG
,structures,O
,such,O
,as,O
,subparallel,REG
,normal,O
,faults,REG
,",",O
,anastomosing,REG
,tensile,REG
,cracks,REG
,",",O
,monoclines,O
,",",O
,and,O
,eruptive,REG
,fissure,REG
,.,O
Sentence 60,Landslides,DFD
,are,O
,disequilibrium,REG
,landforms,REG
,that,REG
,change,REG
,through,REG
,time,O
,more,REG
,rapidly,O
,than,REG
,surrounding,REG
,terrain,REG
,.,O
Sentence 61,The,O
,term,O
,arenite,DFD
,applies,O
,to,O
,a,O
,so-called,O
,clean,O
,sandstone,O
,",",O
,meaning,O
,one,O
,with,O
,less,O
,than,REG
,15,REG
,%,O
,silt,O
,and,O
,clay,O
,.,O
Sentence 62,Consociations,DFD
,are,O
,map,O
,units,REG
,which,O
,delineate,O
,a,REG
,single,REG
,geomorphic,REG
,process,O
,or,REG
,landform,REG
,",",O
,depending,REG
,on,REG
,scale,REG
,.,O
Sentence 63,Placer,DFD
,deposits,DFD
,are,O
,mixtures,DFD
,of,O
,heavy,O
,metals,O
,with,O
,specific,O
,location,O
,",",O
,geomorphic,REG
,principles,REG
,have,O
,been,O
,applied,O
,other,O
,than,REG
,any,O
,other,O
,phase,O
,of,O
,economic,O
,geology,O
,.,O
Sentence 64,Nunataks,DFD
,are,O
,rock,O
,outcrops,REG
,",",O
,ranging,REG
,from,REG
,less,REG
,than,REG
,a,REG
,kilometre,REG
,to,REG
,hundreds,REG
,of,REG
,kilometres,O
,in,REG
,size,REG
,",",O
,surrounded,REG
,by,REG
,ice,REG
,.,O
Sentence 65,Jökulhlaups,DFD
,are,O
,outbursts,REG
,of,REG
,meltwater,REG
,stored,REG
,beneath,REG
,a,REG
,glacier,REG
,or,REG
,ice,REG
,sheet,REG
,as,O
,a,REG
,subglacial,REG
,lake,REG
,.,O
Sentence 66,Rock,O
,glaciers,DFD
,are,O
,lobes,O
,or,O
,tongues,O
,of,O
,frozen,O
,",",O
,angular,O
,rock,O
,and,O
,fine,O
,debris,O
,mixed,O
,with,O
,interstitial,REG
,ice,O
,and,O
,ice,O
,lenses,O
,.,O
Sentence 67,Fumaroles,DFD
,are,O
,vents,REG
,through,REG
,which,REG
,volcanic,REG
,gases,REG
,are,O
,released,REG
,at,REG
,the,REG
,surface,REG
,.,O
Sentence 68,Karst,DFD
,springs,DFD
,are,O
,locations,O
,where,REG
,groundwater,REG
,emerges,REG
,from,REG
,the,REG
,limestone,O
,and,REG
,flows,REG
,across,REG
,the,REG
,surface,REG
,forming,REG
,a,REG
,stream,REG
,or,REG
,contained,REG
,pool,REG
,.,O
Sentence 69,Zeolites,DFD
,are,O
,silicate,O
,minerals,O
,that,O
,typically,O
,form,O
,during,O
,low-grade,REG
,metamorphism,O
,of,O
,volcanic,O
,rocks,O
,.,O
Sentence 70,Aiguille,DFD
,is,O
,a,O
,sharply,O
,pointed,O
,rock,O
,outcrop,O
,or,O
,peak,O
,",",O
,very,REG
,often,O
,produced,REG
,by,REG
,intense,O
,frost,O
,action,REG
,in,O
,mountainous,O
,regions,O
,",",O
,such,O
,as,O
,the,O
,Alps,O
,.,O
Sentence 71,Dissolution,DFD
,is,O
,the,REG
,process,O
,whereby,REG
,a,O
,rock,REG
,",",O
,or,REG
,parts,REG
,of,REG
,a,REG
,rock,REG
,",",O
,combine,REG
,with,REG
,water,REG
,to,REG
,form,REG
,a,REG
,solution,REG
,.,O
Sentence 72,A,O
,periglacial,DFD
,environment,O
,is,O
,defined,O
,as,O
,any,O
,place,O
,where,REG
,the,REG
,geomorphic,REG
,processes,O
,related,O
,to,O
,the,O
,freezing,O
,of,O
,water,O
,occurs,O
,.,O
Sentence 73,Dome,DFD
,dune,DFD
,is,O
,a,O
,low,REG
,",",O
,circular,REG
,or,REG
,oval,REG
,mound,REG
,formed,REG
,where,REG
,dune,REG
,height,REG
,is,REG
,inhibited,REG
,by,REG
,unobstructed,REG
,strong,REG
,winds,REG
,.,O
Sentence 74,Estuary,DFD
,is,O
,the,REG
,seaward,REG
,end,REG
,of,REG
,a,REG
,river,REG
,",",O
,opening,O
,towards,REG
,the,REG
,sea,REG
,",",O
,typically,REG
,through,REG
,a,REG
,funnel-shaped,REG
,inlet,REG
,",",O
,and,REG
,usually,O
,subject,O
,to,REG
,tidal,REG
,movements,REG
,and,REG
,incursions,REG
,of,REG
,salt,REG
,water,REG
,from,REG
,the,REG
,sea,REG
,.,O
Sentence 75,Feeder,DFD
,beach,DFD
,is,O
,a,O
,beach,O
,that,O
,is,O
,artificially,REG
,widened,REG
,and,O
,nourishes,REG
,downdrift,REG
,beaches,REG
,by,REG
,natural,REG
,littoral,REG
,currents,REG
,or,O
,forces,REG
,.,O
Sentence 76,Flash,DFD
,is,O
,a,O
,depression,O
,formed,REG
,by,REG
,subsidence,REG
,",",O
,particularly,REG
,as,REG
,a,O
,result,REG
,of,REG
,the,REG
,solution,REG
,of,REG
,evaporite,REG
,beds,REG
,.,O
Sentence 77,Floodplain,DFD
,is,O
,a,O
,relatively,DFD
,flat,REG
,alluvial,O
,landform,O
,",",O
,constructed,O
,largely,O
,by,REG
,the,REG
,flow,O
,regime,REG
,of,O
,the,O
,present,O
,river,O
,and,O
,subject,O
,to,O
,flooding,O
,.,O
Sentence 78,Terracette,DFD
,is,O
,a,REG
,small,REG
,terrace,REG
,that,O
,forms,O
,a,REG
,step,REG
,on,REG
,a,REG
,hillside,REG
,.,O
,They,REG
,often,REG
,occur,REG
,in,REG
,near,REG
,parallel,REG
,series,REG
,running,REG
,approximately,REG
,along,REG
,the,REG
,contours,REG
,of,REG
,a,REG
,hillslope,REG
,.,O
Sentence 79,Colloids,DFD
,are,O
,particles,REG
,of,REG
,organic,O
,and,O
,mineral,O
,substances,REG
,that,O
,range,REG
,in,REG
,size,REG
,from,REG
,1,REG
,to,REG
,100,REG
,nm,REG
,.,O
Sentence 80,Rills,DFD
,are,O
,tiny,REG
,hillside,O
,channels,REG
,a,REG
,few,REG
,centimetres,O
,wide,REG
,and,REG
,deep,REG
,that,REG
,are,REG
,cut,REG
,by,REG
,ephemeral,REG
,rivulets,REG
,.,O
Sentence 81,Cirques,DFD
,are,O
,typically,REG
,armchair-shaped,REG
,hollows,REG
,that,REG
,form,REG
,in,REG
,mountainous,REG
,terrain,REG
,.,O
Sentence 82,Lunate,DFD
,features,DFD
,are,O
,fractures,REG
,shaped,REG
,like,REG
,crescents,REG
,with,REG
,the,REG
,concavity,REG
,facing,REG
,the,REG
,direction,REG
,of,REG
,ice,REG
,flow,REG
,.,O
Sentence 83,A,O
,bay,DFD
,is,O
,a,REG
,water,DFD
,body,O
,having,REG
,a,REG
,baymouth,REG
,less,REG
,than,REG
,24,REG
,nautical,REG
,miles,REG
,wide,REG
,and,REG
,an,REG
,area,REG
,that,REG
,is,O
,equal,REG
,to,REG
,or,REG
,greater,REG
,than,REG
,the,REG
,area,O
,of,REG
,a,O
,semicircle,REG
,whose,O
,diameter,REG
,is,O
,equal,REG
,to,O
,the,REG
,width,REG
,of,REG
,the,REG
,##mouth,REG
Sentence 84,Geer,DFD
,moraines,DFD
,or,O
,washboard,O
,moraines,REG
,are,O
,series,REG
,of,REG
,small,REG
,and,O
,roughly,REG
,parallel,REG
,ridges,REG
,of,REG
,till,REG
,that,O
,are,O
,ordinarily,REG
,associated,REG
,with,O
,lakes,O
,or,O
,former,O
,lakes,O
,.,O
Sentence 85,Geer,DFD
,moraines,DFD
,or,O
,washboard,O
,moraines,REG
,are,O
,series,REG
,of,REG
,small,REG
,and,O
,roughly,REG
,parallel,REG
,ridges,REG
,of,REG
,till,REG
,that,O
,are,O
,ordinarily,REG
,associated,REG
,with,O
,lakes,O
,or,O
,former,O
,lakes,O
,.,O
Sentence 86,Eskers,DFD
,are,O
,the,REG
,chief,DFD
,landform,O
,created,REG
,by,REG
,subglacial,REG
,meltwater,REG
,and,REG
,form,REG
,by,REG
,the,REG
,infilling,REG
,of,REG
,subglacial,REG
,or,REG
,englacial,REG
,channels,REG
,or,REG
,by,REG
,sedimentation,REG
,in,REG
,supraglacial,REG
,channels,O
,.,O
Sentence 87,Icing,DFD
,blisters,DFD
,are,O
,ice,O
,mounds,REG
,created,REG
,by,REG
,groundwater,REG
,injected,REG
,at,REG
,high,REG
,pressure,O
,between,REG
,icing,REG
,layers,REG
,.,O
Sentence 88,Thermokarst,DFD
,is,O
,irregular,REG
,terrain,O
,characterized,O
,by,REG
,topographic,REG
,depressions,O
,with,REG
,hummocks,REG
,between,REG
,them,O
,.,O
Sentence 89,Solifluction,DFD
,is,O
,an,O
,important,O
,periglacial,O
,process,O
,and,O
,forms,O
,sheets,REG
,",",O
,lobes,O
,",",O
,terraces,REG
,",",O
,and,O
,ploughing,REG
,boulders,O
,.,O
Sentence 90,Dunes,DFD
,are,O
,collections,O
,of,O
,loose,O
,sand,O
,built,O
,piecemeal,REG
,by,REG
,the,REG
,wind,REG
,.,O
Sentence 91,Blowouts,DFD
,are,O
,depressions,REG
,created,REG
,by,REG
,the,REG
,deflation,REG
,of,REG
,loose,REG
,sand,REG
,partly,REG
,bound,REG
,by,REG
,plant,REG
,roots,REG
,.,O
Sentence 92,Tombolos,DFD
,are,O
,wave-built,DFD
,ridges,REG
,of,O
,beach,O
,material,REG
,connecting,O
,islands,REG
,to,REG
,the,REG
,mainland,O
,or,REG
,islands,REG
,to,REG
,islands,REG
,.,O
Sentence 93,Tidal,DFD
,flats,DFD
,are,O
,banks,REG
,of,REG
,mud,O
,or,O
,sand,O
,that,O
,are,O
,exposed,REG
,at,REG
,low,REG
,tide,REG
,.,O
Sentence 94,An,O
,isolated,DFD
,system,DFD
,is,O
,a,O
,system,O
,that,O
,is,O
,completely,O
,cut,O
,off,O
,from,REG
,its,O
,surroundings,DFD
,and,O
,that,O
,cannot,O
,therefore,O
,import,O
,or,O
,export,O
,matter,O
,or,O
,energy,O
,.,O
Sentence 95,Greywackes,DFD
,are,O
,sandstones,REG
,containing,REG
,rock,REG
,fragments,REG
,and,REG
,clay,O
,minerals,REG
,.,O
Sentence 96,Caldera,DFD
,is,O
,a,O
,large,REG
,crater,REG
,or,REG
,depression,O
,resulting,REG
,from,REG
,a,REG
,powerful,REG
,volcanic,REG
,explosion,REG
,or,REG
,the,REG
,collapse,REG
,of,REG
,the,REG
,central,REG
,part,REG
,of,REG
,a,REG
,volcano,REG
,.,O
Sentence 97,Catchment,DFD
,is,O
,an,O
,area,O
,that,O
,is,O
,drained,O
,by,REG
,a,O
,river,O
,and,O
,defined,O
,by,REG
,the,REG
,surrounding,O
,watershed,O
,.,O
Sentence 98,Chute,DFD
,is,O
,a,O
,narrow,REG
,channel,REG
,with,O
,a,O
,swift,REG
,current,REG
,",",O
,applied,O
,to,REG
,rivers,REG
,",",O
,the,REG
,straits,REG
,between,REG
,the,REG
,mainland,O
,and,REG
,islands,REG
,",",O
,and,O
,to,O
,furrows,O
,produced,REG
,by,REG
,avalanches,O
,on,REG
,hill,O
,slopes,REG
