Sentence,Word,Tag
,pa,O
,je,O
,vezana,O
,na,O
,delovanje,O
,fluviokraških,O
,procesov,O
,.,O
Sentence 29,Dolci,DFD
,",",O
,tudi,O
,dolki,DFD
,",",O
,so,O
,plitve,O
,dolinaste,O
,reliefne,GEN
,oblike,GEN
,brez,O
,površinskega,O
,vodnega,O
,pretakanja,O
,.,O
Sentence 30,Dolec,DFD
,je,O
,značilna,O
,oblika,GEN
,dolomitnega,O
,površja,O
,.,O
Sentence 31,Dolek,DFD
,oziroma,O
,dolec,O
,je,O
,geomorfološka,GEN
,oblika,GEN
,",",O
,ki,O
,je,O
,zelo,O
,sorodna,O
,suhi,O
,dolini,O
,in,O
,se,O
,od,O
,nje,O
,razlikuje,O
,zgolj,O
,po,O
,velikosti,O
,.,O
Sentence 32,Dolek,O
,oziroma,O
,dolec,DFD
,je,O
,geomorfološka,GEN
,oblika,GEN
,",",O
,ki,O
,je,O
,zelo,O
,sorodna,O
,suhi,O
,dolini,O
,in,O
,se,O
,od,O
,nje,O
,razlikuje,O
,zgolj,O
,po,O
,velikosti,O
,.,O
Sentence 33,V,O
,kraški,O
,hidrologiji,O
,pomeni,O
,piezometrični,O
,nivo,DFD
,oziroma,O
,nivo,O
,podzemne,DFD
,vode,DFD
,v,O
,krasu,O
,navidezno,GEN
,višino,GEN
,vode,GEN
,v,O
,kanalih,O
,",",O
,ki,O
,vodijo,O
,proti,O
,izviru,O
,.,O
Sentence 34,V,O
,kraški,O
,hidrologiji,O
,pomeni,O
,piezometrični,DFD
,nivo,DFD
,oziroma,O
,nivo,O
,podzemne,O
,vode,GEN
,v,O
,krasu,O
,navidezno,GEN
,višino,GEN
,vode,O
,v,O
,kanalih,O
,",",O
,ki,O
,vodijo,O
,proti,O
,izviru,O
,.,O
Sentence 35,Abrazija,DFD
,je,O
,destrukcijsko,GEN
,delo,GEN
,morskih,O
,in,O
,jezerskih,O
,valov,O
,.,O
Sentence 36,Erozija,DFD
,prsti,DFD
,je,O
,oznaka,O
,za,O
,proces,GEN
,",",O
,ki,O
,povečini,O
,prizadene,O
,prst,O
,.,O
Sentence 37,Premikanje,DFD
,preperine,DFD
,oziroma,O
,preperinski,O
,tok,O
,povzroči,O
,nagubanje,O
,sklenjene,O
,travne,O
,ruše,O
,",",O
,zaradi,O
,česar,O
,je,O
,na,O
,površju,O
,viden,O
,grbinast,O
,relief,O
,.,O
Sentence 38,Premikanje,O
,preperine,O
,oziroma,O
,preperinski,DFD
,tok,DFD
,povzroči,O
,nagubanje,O
,sklenjene,O
,travne,O
,ruše,O
,",",O
,zaradi,O
,česar,O
,je,O
,na,O
,površju,O
,viden,O
,grbinast,O
,relief,O
,.,O
Sentence 39,Bruhalniki,DFD
,so,O
,kraški,GEN
,izviri,GEN
,",",O
,ki,O
,obdobno,O
,bruhajo,O
,vodo,O
,na,O
,površje,O
,.,O
Sentence 40,Korozija,DFD
,je,O
,posledica,O
,večje,O
,količine,O
,vode,O
,v,O
,nižjih,O
,legah,O
,.,O
Sentence 41,Erozijski,DFD
,jarki,DFD
,so,O
,stalna,O
,reliefna,GEN
,oblika,GEN
,",",O
,pogosta,O
,na,O
,strmih,O
,pobočjih,O
,.,O
Sentence 42,Mikrožlebiči,DFD
,so,O
,vzporedne,O
,",",O
,ravno,O
,potekajoče,O
,podolgovate,O
,vdolbine,GEN
,",",O
,ki,O
,se,O
,pojavljajo,O
,na,O
,bolj,O
,nagnjeni,O
,goli,O
,skalni,O
,površini,O
,.,O
Sentence 43,Korozijske,DFD
,stopničke,DFD
,so,O
,polkrožne,O
,kraške,O
,reliefne,GEN
,oblike,GEN
,",",O
,ki,O
,se,O
,pojavljajo,O
,predvsem,O
,na,O
,golem,O
,skalnem,O
,površju,O
,.,O
Sentence 44,Škraplje,DFD
,so,O
,ena,O
,izmed,O
,najbolj,O
,tipičnih,O
,površinskih,O
,kraških,GEN
,oblik,GEN
,",",O
,ki,O
,jih,O
,sestavljajo,O
,korozijsko,O
,razširjene,O
,razpoke,O
,ter,O
,vmesni,O
,bloki,O
,.,O
Sentence 45,Kopasti,DFD
,vrhovi,DFD
,so,O
,najpogostejši,O
,tip,O
,kraške,GEN
,vzpetine,GEN
,.,O
,Gre,O
,za,O
,višje,O
,predele,O
,kraškega,O
,površja,O
,",",O
,ki,O
,navadno,O
,ležijo,O
,med,O
,zaprtimi,O
,kraškimi,O
,kotanjami,O
,različnih,O
,dimenzij,O
,",",O
,kot,O
,so,O
,uvale,O
,",",O
,vrtače,O
,in,O
,druge,O
,manjše,O
,globeli,O
,.,O
Sentence 46,Kotliči,DFD
,so,O
,skalnate,O
,globeli,GEN
,okrogle,O
,",",O
,podolgovate,O
,ali,O
,oglate,O
,oblike,O
,s,O
,premerom,O
,in,O
,globino,O
,nekaj,O
,metrov,O
,ter,O
,strmimi,O
,do,O
,navpičnimi,O
,stenami,O
,.,O
Sentence 47,Jame,DFD
,so,O
,pogosto,O
,opredeljene,O
,kot,O
,naravne,O
,podzemeljske,GEN
,votline,GEN
,",",O
,ki,O
,so,O
,prehodne,O
,za,O
,človeka,O
,.,O
Sentence 48,Vrtače,DFD
,so,O
,običajno,O
,krožne,O
,do,O
,polkrožne,O
,reliefne,GEN
,oblike,GEN
,",",O
,ki,O
,se,O
,razlikujejo,O
,v,O
,premeru,O
,od,O
,nekaj,O
,m,O
,do,O
,1,O
,km,O
,.,O
Sentence 49,Vdolbinice,DFD
,se,O
,pojavljajo,O
,kot,O
,majhne,O
,izjedenine,GEN
,v,O
,skalni,O
,podlagi,O
,.,O
Sentence 50,Odlaganje,DFD
,sige,DFD
,je,O
,proces,GEN
,",",O
,ki,O
,je,O
,ravno,O
,nasproten,O
,koroziji,O
,.,O
,Odlaganje,O
Sentence 51,Kraška,DFD
,polja,DFD
,so,O
,največje,O
,in,O
,gospodarsko,O
,najpomembnejše,O
,kotanje,GEN
,v,O
,dinarskem,O
,krasu,O
,.,O
Sentence 52,Suho,DFD
,kraško,DFD
,polje,DFD
,je,O
,tisto,O
,kraško,GEN
,polje,GEN
,",",O
,ki,O
,je,O
,brez,O
,izvirov,O
,ali,O
,ponorov,O
,",",O
,zato,O
,ni,O
,stalnih,O
,ali,O
,občasnih,O
,vodotokov,O
,.,O
Sentence 53,Prisotne,O
,so,O
,tudi,O
,večje,O
,kraške,GEN
,oblike,GEN
,",",O
,kot,O
,so,O
,uvale,DFD
,in,O
,številne,O
,vrtače,DFD
,.,O
Sentence 54,Kemično,DFD
,preperevanje,DFD
,je,O
,razgrajevanje,GEN
,kamnine,GEN
,pod,O
,vplivom,O
,vode,O
,in,O
,v,O
,njej,O
,raztopljenih,O
,snovi,O
,.,O
Sentence 55,Kraška,DFD
,polja,DFD
,sodijo,O
,med,O
,največje,O
,kraške,GEN
,kotanje,GEN
,.,O
Sentence 56,Vrtača,DFD
,je,O
,manjša,O
,oblika,O
,kraške,GEN
,globeli,GEN
,",",O
,ki,O
,je,O
,bolj,O
,široka,O
,kot,O
,globoka,O
,.,O
Sentence 57,Kraška,DFD
,polja,DFD
,so,O
,največje,O
,oblike,O
,kraških,GEN
,kotanj,GEN
,na,O
,krasu,O
,.,O
Sentence 58,Erozijski,DFD
,jarki,DFD
,so,O
,fluvialna,O
,erozijska,GEN
,oblika,GEN
,",",O
,ki,O
,je,O
,na,O
,proučevanih,O
,območjih,O
,najpogostejša,O
,na,O
,pobočjih,O
,kotanj,O
,.,O
Sentence 59,V,O
,literaturi,O
,je,O
,kontaktni,DFD
,kras,DFD
,največkrat,O
,definiran,O
,kot,O
,stik,GEN
,med,GEN
,nekarbonatnimi,GEN
,in,GEN
,karbonatnimi,GEN
,kamninami,GEN
,.,O
Sentence 60,Fluviokras,DFD
,tuja,O
,literatura,O
,opredeljuje,O
,kot,O
,površje,GEN
,na,GEN
,karbonatnih,GEN
,kamninah,GEN
,",",O
,kjer,O
,so,O
,prevladujoče,O
,oblike,O
,na,O
,površju,O
,doline,O
,",",O
,ki,O
,so,O
,jih,O
,oblikovale,O
,površinske,O
,reke,O
,.,O
Sentence 61,Fluviokraško,DFD
,površje,DFD
,je,O
,prehodna,O
,oblika,GEN
,kraškega,GEN
,reliefa,GEN
,",",O
,kjer,O
,prevladuje,O
,odnašanje,O
,materiala,O
,in,O
,se,O
,površje,O
,mestoma,O
,preoblikuje,O
,fluvialno,O
,.,O
Sentence 62,Erozijski,DFD
,jarki,DFD
,so,O
,tipična,O
,fluviokraška,GEN
,oblika,GEN
,",",O
,kjer,O
,se,O
,zaradi,O
,lokalne,O
,prevlade,O
,mehanskega,O
,odtoka,O
,materiala,O
,površje,O
,preoblikuje,O
,fluvialno,O
,.,O
Sentence 63,V,O
,literaturi,O
,so,O
,ponikve,DFD
,definirane,O
,kot,O
,vertikalni,O
,odtoki,GEN
,površinske,GEN
,vode,GEN
,v,O
,podzemlje,O
,",",O
,kjer,O
,je,O
,površje,O
,delno,O
,ali,O
,povsem,O
,prekrito,O
,z,O
,naplavino,O
,.,O
Sentence 64,Slepe,DFD
,doline,DFD
,so,O
,najbolj,O
,značilna,O
,oblika,GEN
,ponornega,O
,kontaktnega,O
,krasa,O
,.,O
Sentence 65,Paragenezo,DFD
,razumemo,O
,kot,O
,proces,GEN
,erodiranja,GEN
,in,GEN
,korodiranja,GEN
,jamskega,O
,stropa,O
,do,O
,gladine,O
,podzemne,O
,vode,O
,ter,O
,akumulacije,O
,alogenega,O
,materiala,O
,na,O
,dno,O
,rova,O
,.,O
Sentence 66,Tovrstno,O
,izoblikovanost,GEN
,krasa,GEN
,",",O
,kjer,O
,se,O
,osamljeno,O
,dvigajo,O
,več,O
,deset,O
,ali,O
,sto,O
,metrov,O
,visoke,O
,vzpetine,O
,",",O
,imenujemo,O
,kopasti,DFD
,kras,DFD
,.,O
Sentence 67,Tip,GEN
,kraškega,GEN
,površja,GEN
,",",O
,kjer,O
,je,O
,prevladujoča,O
,oblika,O
,vrtače,O
,",",O
,imenujemo,O
,vrtačasti,DFD
,kras,DFD
,.,O
Sentence 68,Te,O
,razmeroma,O
,zaprte,GEN
,kotanje,GEN
,z,O
,obsežnim,O
,",",O
,z,O
,vrtačami,O
,razčlenjenim,O
,dnom,O
,",",O
,imenujemo,O
,uvale,DFD
,.,O
Sentence 69,Ta,O
,proces,GEN
,oblikovanja,O
,rovov,O
,na,O
,kontaktnem,O
,krasu,O
,imenujemo,O
,parageneza,DFD
,.,O
,rovov,O
Sentence 70,Take,O
,jame,DFD
,imenujemo,O
,paragenetske,DFD
,jame,GEN
,",",O
,zaradi,O
,njihove,O
,lege,O
,v,O
,občasno,O
,zaliti,O
,coni,O
,pa,O
,jih,O
,lahko,O
,imenujemo,O
,tudi,O
,epifreatične,O
,jame,O
,.,O
Sentence 71,Take,O
,jame,DFD
,imenujemo,O
,paragenetske,O
,jame,GEN
,",",O
,zaradi,O
,njihove,O
,lege,O
,v,O
,občasno,O
,zaliti,O
,coni,O
,pa,O
,jih,O
,lahko,O
,imenujemo,O
,tudi,O
,epifreatične,DFD
,jame,O
,.,O
Sentence 72,Nad,O
,kraškim,O
,izvirom,O
,se,O
,pojavlja,O
,strm,O
,konec,GEN
,doline,GEN
,",",O
,ki,O
,ga,O
,imenujemo,O
,zatrep,DFD
,.,O
Sentence 73,Oznaka,O
,okno,DFD
,se,O
,v,O
,geografiji,O
,uporablja,O
,za,O
,večjo,GEN
,odprtino,GEN
,",",O
,skozi,O
,katero,O
,se,O
,vidi,O
,ozadje,O
,.,O
Sentence 74,Sloj,GEN
,med,O
,najvišjim,O
,in,O
,najnižjim,O
,nivojem,O
,podzemne,O
,vode,O
,v,O
,krasu,O
,imenujemo,O
,epifreatična,DFD
,cona,DFD
,.,O
Sentence 75,Gladino,GEN
,vodnega,GEN
,telesa,GEN
,v,O
,freatični,O
,coni,O
,imenujemo,O
,nivo,DFD
,podzemne,DFD
,vode,DFD
,v,O
,krasu,O
,.,O
Sentence 76,Višina,GEN
,točke,GEN
,",",O
,ki,O
,jo,O
,imenujemo,O
,raven,DFD
,združevanja,DFD
,",",O
,je,O
,sorazmerna,O
,meri,O
,različnosti,O
,med,O
,skupinama,O
,.,O
Sentence 77,Enote,GEN
,površja,GEN
,",",O
,v,O
,katerih,O
,potekajo,O
,enaki,O
,ali,O
,podobni,O
,procesi,O
,",",O
,homogeni,O
,po,O
,vrsti,O
,in,O
,intenzivnosti,O
,",",O
,imenujemo,O
,morfogenetske,DFD
,enote,DFD
,.,O
Sentence 78,Zelo,O
,strmo,GEN
,pobočje,GEN
,z,O
,naklonom,O
,nad,O
,55,O
,°,O
,ali,O
,65,O
,°,O
,imenujemo,O
,stena,DFD
,ali,O
,klif,DFD
,.,O
Sentence 79,Spremembo,GEN
,Shannonove,O
,entropije,O
,imenujemo,O
,Kolmogorovova,DFD
,entropija,DFD
,in,O
,je,O
,enaka,O
,vsoti,O
,pozitivnih,O
,Lyapunovovih,O
,eksponentov,O
,.,O
Sentence 80,Samo-podobne,O
,geometrične,GEN
,objekte,GEN
,imenujemo,O
,tudi,O
,fraktali,DFD
,.,O
Sentence 81,Fraktalna,DFD
,dimenzija,DFD
,je,O
,tudi,O
,mera,GEN
,razgibanosti,O
,površja,O
,.,O
Sentence 82,S,O
,preperevanjem,O
,apnenca,O
,in,O
,dolomita,O
,nastane,O
,iz,O
,netopnih,O
,ostankov,O
,ilovica,GEN
,",",O
,ki,O
,jo,O
,skupaj,O
,s,O
,huminskimi,O
,snovmi,O
,imenujemo,O
,jerovica,DFD
,.,O
,netopnih,O
Sentence 83,Jerovica,DFD
,je,O
,povečini,O
,zmes,GEN
,kremenice,O
,",",O
,aluminijevih,O
,in,O
,železovih,O
,oksidov,O
,.,O
Sentence 84,Kronometrične,O
,in,O
,inkrementalne,O
,metode,DFD
,datiranja,GEN
,imenujemo,O
,tudi,O
,absolutne,O
,metode,GEN
,ali,O
,radiometrične,DFD
,metode,O
,.,O
Sentence 85,Sediment,GEN
,nastane,O
,s,O
,trenjem,O
,in,O
,ga,O
,imenujemo,O
,tektonska,DFD
,glina,DFD
,zaradi,O
,velikosti,O
,delcev,O
,.,O
Sentence 86,Vsako,O
,povečanje,O
,obsega,O
,poledenitve,GEN
,imenujemo,O
,ledena,DFD
,doba,DFD
,ali,O
,glacial,O
,.,O
Sentence 87,Vsako,O
,povečanje,O
,obsega,O
,poledenitve,GEN
,imenujemo,O
,ledena,O
,doba,O
,ali,O
,glacial,DFD
,.,O
Sentence 88,Vsako,O
,obdobje,O
,otoplitve,GEN
,in,O
,s,O
,tem,O
,zmanjšanje,O
,obsega,O
,ledenikov,O
,imenujemo,O
,medledena,DFD
,doba,DFD
,ali,O
,interglacial,O
,.,O
Sentence 89,Vsako,O
,obdobje,O
,otoplitve,GEN
,in,O
,s,O
,tem,O
,zmanjšanje,O
,obsega,O
,ledenikov,O
,imenujemo,O
,medledena,O
,doba,O
,ali,O
,interglacial,DFD
,.,O
Sentence 90,Holocen,DFD
,predstavlja,O
,medledeno,GEN
,dobo,GEN
,",",O
,ki,O
,se,O
,je,O
,začela,O
,pred,O
,približno,O
,11,O
,.000,O
,leti,O
,s,O
,hitrim,O
,zviševanjem,O
,morske,O
,gladine,O
,.,O
Sentence 91,Vse,O
,pojave,GEN
,premeščanja,O
,gradiva,O
,",",O
,ki,O
,nastanejo,O
,zaradi,O
,vpliva,O
,gravitacije,O
,in,O
,so,O
,pomemben,O
,dejavnik,O
,denudacije,O
,površja,O
,",",O
,imenujemo,O
,pobočni,DFD
,procesi,DFD
,.,O
Sentence 92,Pri,O
,izrazu,O
,pobočni,DFD
,procesi,DFD
,ime,O
,pove,O
,",",O
,da,O
,gre,O
,za,O
,procese,GEN
,",",O
,ki,O
,se,O
,dogajajo,O
,na,O
,pobočjih,O
,.,O
Sentence 93,Proces,GEN
,",",O
,v,O
,katerem,O
,se,O
,trdna,O
,kompaktna,O
,kamnina,O
,pod,O
,vplivom,O
,eksogenih,O
,dejavnikov,O
,razkraja,O
,v,O
,manjše,O
,in,O
,med,O
,seboj,O
,nepovezane,O
,delce,O
,",",O
,imenujemo,O
,preperevanje,DFD
,.,O
Sentence 94,V,O
,gradbeništvu,O
,oziroma,O
,vodarstvu,O
,pojem,O
,težnostna,DFD
,erozija,DFD
,obsega,O
,pojave,O
,plazne,O
,",",O
,usadne,O
,in,O
,podorne,O
,erozije,O
,oziroma,O
,pojave,O
,",",O
,ki,O
,jih,O
,pogosto,O
,imenujemo,O
,skupaj,O
,kar,O
,zemeljski,O
,plazovi,O
,.,O
Sentence 95,Pojav,O
,prištevamo,O
,k,O
,skalnim,GEN
,podorom,GEN
,in,O
,ga,O
,v,O
,geografiji,O
,imenujemo,O
,kamniti,DFD
,zdrs,DFD
,.,O
Sentence 96,Spodnji,O
,del,O
,plazu,GEN
,imenujemo,O
,čelo,DFD
,.,O
Sentence 97,Dejavnike,GEN
,",",O
,ki,O
,v,O
,sistemu,O
,dokončno,O
,podrejo,O
,ravnovesje,O
,imenujemo,O
,"""",O
,povod,DFD
,"""",O
,za,O
,nastanek,O
,zemeljskih,O
,plazov,O
,.,O
Sentence 98,Zato,O
,lahko,O
,mehaniko,DFD
,trdnih,DFD
,kamnin,DFD
,imenujemo,O
,tudi,O
,"""",O
,mehaniko,O
,razpok,O
,"""",O
,.,O
Sentence 99,Zato,O
,lahko,O
,mehaniko,DFD
,trdnih,O
,kamnin,O
,imenujemo,O
,tudi,O
,"""",O
,mehaniko,O
,razpok,DFD
,"""",O
,.,O
Sentence 100,Takšnim,O
,meandrom,GEN
,pravimo,O
,tudi,O
,ujeti,DFD
,meandri,DFD
,in,O
,jih,O
,najdemo,O
,tudi,O
,v,O
,nekaterih,O
,drugih,O
,slovenskih,O
,pokrajinah,O
,.,O
Sentence 101,V,O
,leksikonu,O
,je,O
,spodmol,DFD
,definiran,O
,kot,O
,"""",O
,kratka,O
,votlina,GEN
,z,O
,visoko,O
,previsno,O
,steno,O
,na,O
,vhodu,O
,"""",O
,in,O
,kot,O
,"""",O
,zaradi,O
,delovanja,O
,valov,O
,izpodjeden,O
,previs,O
,na,O
,morski,O
,",",O
,jezerski,O
,obali,O
,"""",O
Sentence 102,V,O
,geologiji,O
,je,O
,zemeljski,DFD
,plaz,DFD
,definiran,O
,kot,O
,območje,GEN
,preperine,O
,",",O
,usedline,O
,ali,O
,kamnine,O
,",",O
,ki,O
,se,O
,je,O
,hitro,O
,ali,O
,počasi,O
,premaknila,O
,s,O
,prvotnega,O
,kraja,O
,in,O
,ima,O
,vidno,O
,spremenjeno,O
,površje,O
,.,O
Sentence 103,V,O
,najstarejši,O
