Sentence,Word,Tag
,than,REG
,a,REG
,few,REG
,centimetres,REG
,wide,REG
,and,REG
,deep,REG
,",",O
,separated,O
,by,O
,an,O
,intricate,O
,network,O
,of,O
,narrow,O
,walls,O
,and,O
,resembling,REG
,a,O
,honeycomb,REG
,.,REG
,weathering,O
Sentence 12,Tectonic,DFD
,denudation,DFD
,is,O
,a,O
,term,O
,that,O
,describes,O
,the,O
,unloading,O
,of,O
,mountains,O
,by,O
,gravity,REG
,sliding,REG
,and,REG
,spreading,REG
,.,O
Sentence 13,Permafrost,DFD
,is,O
,soil,O
,or,O
,rock,O
,that,O
,remains,REG
,frozen,REG
,for,O
,two,O
,or,O
,more,O
,consecutive,O
,years,O
,.,O
Sentence 14,A,O
,ground,DFD
,moraine,DFD
,is,O
,a,REG
,blanket,O
,of,O
,mixed,O
,glacial,O
,sediments,O
,-,O
,mainly,O
,tills,O
,and,O
,other,O
,diamictons,O
,-,O
,formed,O
,beneath,REG
,a,O
,glacier,REG
,.,O
Sentence 15,A,O
,coral,DFD
,reef,DFD
,is,O
,a,O
,ridge,O
,or,O
,mound,O
,built,O
,of,O
,the,O
,skeletal,O
,remains,O
,of,O
,generations,O
,of,O
,coral,REG
,animals,O
,",",O
,upon,O
,which,O
,grow,O
,living,REG
,coral,O
,polyps,REG
,.,O
Sentence 16,An,O
,atoll,DFD
,is,O
,a,O
,ring,O
,of,O
,coral,O
,reef,O
,and,O
,small,O
,sandy,O
,islands,O
,that,O
,encircles,O
,a,O
,shallow,O
,lagoon,O
,.,O
Sentence 17,Weathering,DFD
,is,O
,a,O
,process,O
,of,O
,a,O
,slow,O
,continuous,O
,breakdown,O
,of,O
,rocks,O
,into,O
,smaller,O
,particles,O
,that,O
,are,O
,in,O
,equilibrium,O
,with,O
,the,O
,prevailing,O
,environment,O
Sentence 18,Soil,DFD
,is,O
,a,O
,mixture,O
,of,O
,fine,O
,mineral,O
,fragments,O
,(,O
,including,O
,quartz,O
,and,O
,clay,O
,minerals,O
,),O
,",",O
,organic,O
,matter,O
,",",O
,and,O
,empty,O
,spaces,O
,that,O
,may,O
,be,O
,partially,O
,filled,O
,with,O
,water,O
,.,O
Sentence 19,A,O
,clast,DFD
,is,O
,a,REG
,fragment,O
,of,O
,rock,O
,or,O
,mineral,O
,",",O
,ranging,O
,in,O
,size,O
,from,O
,less,REG
,than,REG
,a,O
,micron,REG
,(,REG
,too,REG
,small,REG
,to,REG
,see,REG
,),REG
,to,REG
,as,REG
,big,REG
,as,REG
,an,REG
,apartment,REG
,block,REG
,.,O
Sentence 20,The,O
,term,O
,preglacial,DFD
,landform,DFD
,refers,O
,to,O
,any,O
,landform,O
,older,O
,than,O
,a,O
,specified,O
,glaciation,O
,.,O
Sentence 21,Geomorphic,DFD
,generation,DFD
,is,O
,a,O
,part,O
,of,O
,the,O
,classification,O
,that,O
,allows,O
,for,O
,the,O
,recognition,O
,of,O
,more,O
,than,O
,one,O
,geomorphic,O
,process,REG
,type,O
,or,O
,landform,O
,at,O
,any,O
,given,O
,location,O
,due,REG
,to,REG
,process,O
,overprinting,REG
,.,O
Sentence 22,A,O
,dynamic,DFD
,metastable,DFD
,equilibrium,DFD
,is,O
,a,REG
,combination,O
,of,O
,dynamic,O
,and,O
,metastable,O
,equilibria,O
,",",O
,in,REG
,which,REG
,large,REG
,jumps,REG
,across,REG
,thresholds,REG
,break,REG
,in,REG
,upon,REG
,small-scale,REG
,fluctuations,REG
,about,REG
,a,O
,moving,REG
,mean,REG
,.,O
Sentence 23,Tephra,DFD
,is,O
,a,O
,term,O
,covering,O
,three,O
,types,O
,of,O
,pyroclastic,O
,material,O
,of,O
,differing,O
,grain,O
,size,O
,.,O
Sentence 24,pH,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,acidity,O
,or,O
,alkalinity,O
,of,O
,aqueous,O
,solutions,O
,.,O
Sentence 25,Carbonation,DFD
,is,O
,a,O
,step,O
,in,O
,the,O
,complex,O
,weathering,O
,of,O
,many,O
,other,O
,minerals,O
,",",O
,such,O
,as,O
,in,O
,the,O
,hydrolysis,O
,of,O
,feldspar,O
,.,O
Sentence 26,Laterite,DFD
,is,O
,a,O
,term,O
,used,O
,to,O
,describe,O
,weathering,O
,deposits,O
,rich,O
,in,O
,iron,O
,and,O
,aluminium,O
,.,O
Sentence 27,Friction,DFD
,is,O
,a,O
,force,O
,that,REG
,acts,REG
,against,REG
,gravity,REG
,and,REG
,resists,REG
,movement,REG
,.,O
Sentence 28,Drainage,DFD
,density,DFD
,is,O
,a,O
,measure,O
,of,O
,how,O
,frequently,O
,streams,O
,occur,O
,on,O
,the,O
,land,O
,surface,O
,.,O
Sentence 29,A,O
,riegel,DFD
,is,O
,a,REG
,rock,REG
,barrier,O
,that,REG
,sits,REG
,across,REG
,a,REG
,valley,REG
,",",REG
,often,REG
,where,REG
,a,O
,band,REG
,of,REG
,hard,REG
,rock,O
,outcrops,REG
,.,O
Sentence 30,A,O
,sea,DFD
,cave,DFD
,is,O
,a,REG
,hollow,O
,excavated,REG
,by,REG
,waves,REG
,in,REG
,a,REG
,zone,REG
,of,REG
,weakness,REG
,on,REG
,a,O
,cliff,REG
,.,O
Sentence 31,A,O
,tidewater,DFD
,glacier,DFD
,is,O
,a,O
,glacier,O
,that,REG
,terminates,REG
,in,REG
,the,REG
,sea,REG
,",",O
,where,O
,it,O
,usually,O
,ends,O
,in,O
,an,O
,ice,O
,cliff,O
,from,O
,which,O
,icebergs,O
,are,O
,discharged,O
,.,O
Sentence 32,A,O
,light,DFD
,year,DFD
,is,O
,a,O
,unit,O
,of,O
,length,O
,",",O
,equal,O
,to,O
,just,O
,under,O
,10,O
,trillion,O
,km,O
,.,O
Sentence 33,Moraine,DFD
,is,O
,a,REG
,material,O
,transported,REG
,by,REG
,a,O
,glacier,REG
,and,REG
,then,REG
,deposited,REG
,.,O
Sentence 34,Orogeny,DFD
,is,O
,a,O
,mountain,O
,building,O
,process,O
,whereas,O
,epeirogeny,O
,is,O
,continental,O
,building,O
,process,O
,.,O
Sentence 35,Morphometric,DFD
,analysis,DFD
,is,O
,a,O
,method,O
,of,O
,extracting,REG
,information,REG
,from,REG
,published,REG
,maps,REG
,.,O
Sentence 36,The,O
,profilometer,DFD
,is,O
,a,REG
,comb,O
,equipped,O
,with,O
,fine,O
,",",O
,closely,O
,spaced,O
,teeth,O
,that,O
,advance,REG
,or,REG
,retreat,REG
,through,REG
,the,REG
,housing,REG
,when,REG
,depressed,REG
,against,REG
,a,O
,rough,REG
,surface,REG
,.,O
Sentence 37,Amino-acid,DFD
,geochronology,DFD
,is,O
,a,O
,relative-age,O
,dating,O
,technique,O
,based,O
,on,O
,the,O
,premise,O
,that,O
,proteins,O
,in,O
,bones,O
,and,O
,shells,O
,are,O
,affected,O
,by,O
,a,O
,number,O
,of,O
,chemical,O
,reactions,O
,that,O
,are,O
,partly,O
,time-dependent,O
,.,O
Sentence 38,An,O
,anabranching,DFD
,alluvial,DFD
,river,DFD
,is,O
,a,O
,system,REG
,of,REG
,mul,REG
,tiple,REG
,channels,REG
,characterized,O
,by,O
,vegetated,O
,or,O
,oth,O
,erwise,O
,stable,O
,alluvial,REG
,islands,REG
,that,REG
,divide,REG
,flows,REG
,at,REG
,discharges,REG
,up,REG
,to,REG
,bankfull,REG
,.,O
Sentence 39,An,O
,earthquake,DFD
,is,O
,a,O
,vibration,O
,or,O
,oscillation,O
,of,REG
,the,REG
,surface,REG
,of,REG
,the,O
,earth,REG
,caused,O
,by,O
,sudden,REG
,release,REG
,of,O
,enormous,REG
,pressure,REG
,.,O
Sentence 40,Coastal,DFD
,geomorphology,DFD
,is,O
,a,O
,branch,O
,of,O
,geomorphology,O
,in,O
,which,O
,the,O
,focus,O
,is,O
,on,O
,the,O
,area,O
,influenced,O
,by,O
,large,O
,bodies,O
,of,O
,water,O
,",",O
,including,O
,seas,O
,and,O
,oceans,O
,",",O
,and,O
,large,O
,lakes,O
,.,O
Sentence 41,A,O
,tsunami,DFD
,is,O
,a,O
,series,O
,of,O
,ocean,O
,waves,O
,of,O
,extremely,O
,long,O
,wave,O
,length,O
,and,O
,period,O
,that,REG
,is,O
,generated,O
,by,REG
,an,O
,impulsive,REG
,disturbance,REG
,that,O
,displaces,REG
,the,REG
,water,REG
,",",REG
,rather,REG
,than,REG
,by,O
,the,REG
,wind,REG
,.,REG
Sentence 42,Accuracy,DFD
,is,O
,a,O
,measure,O
,of,O
,how,O
,close,O
,an,O
,age,O
,is,O
,to,O
,the,O
,time,O
,of,O
,formation,O
,or,O
,death,O
,of,O
,the,O
,dated,O
,material,O
,.,O
Sentence 43,Magnitude,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,amount,O
,of,O
,energy,O
,released,O
,by,O
,an,O
,earthquake,O
,",",O
,and,O
,it,O
,is,O
,proportional,O
,to,O
,the,O
,area,O
,of,O
,the,O
,rupture,O
,surface,O
,and,O
,to,O
,the,O
,amount,O
,of,O
,displacement,O
,.,O
Sentence 44,A,O
,mantle,DFD
,plume,DFD
,is,O
,a,O
,column,O
,of,O
,hot,O
,rock,O
,(,O
,not,O
,magma,O
,),O
,that,O
,ascends,REG
,toward,REG
,the,REG
,surface,REG
,from,REG
,the,REG
,lowermantle,REG
,.,O
Sentence 45,Clast,DFD
,shape,DFD
,is,O
,a,O
,measure,O
,of,O
,the,O
,overall,O
,shape,O
,of,O
,a,O
,particle,O
,.,O
Sentence 46,A,O
,profilometer,DFD
,is,O
,a,REG
,comb,O
,equipped,O
,with,O
,fine,O
,",",O
,closely,O
,spaced,O
,teeth,O
,that,O
,advance,REG
,or,REG
,retreat,REG
,through,REG
,the,REG
,housing,REG
,when,REG
,depressed,REG
,against,REG
,a,O
,rough,REG
,surface,REG
,.,O
Sentence 47,Amino-acid,DFD
,geochronology,DFD
,is,O
,a,O
,relative-age,REG
,dating,REG
,technique,O
,based,O
,on,O
,the,O
,premise,O
,that,O
,proteins,O
,in,O
,bones,O
,and,O
,shells,O
,are,O
,affected,O
,by,O
,a,O
,number,O
,of,O
,chemical,O
,reactions,O
,that,O
,are,O
,partly,O
,time-dependent,O
,.,O
Sentence 48,A,O
,suture,DFD
,is,O
,a,O
,surface,O
,or,O
,zone,O
,separating,REG
,two,REG
,non-subductable,REG
,pieces,REG
,of,REG
,crust,REG
,that,REG
,are,REG
,juxtaposed,REG
,following,REG
,disappearance,REG
,of,REG
,an,REG
,intervening,REG
,ocean,REG
,.,REG
Sentence 49,A,O
,paleoseismic,DFD
,record,DFD
,is,REG
,a,O
,record,O
,of,REG
,large,O
,or,REG
,great,O
,earthquakes,REG
,(,O
,because,REG
,geologic,REG
,evidence,REG
,of,O
,small,REG
,and,REG
,moderate-sized,REG
,earthquakes,O
,is,O
,rarely,REG
,created,REG
,or,O
,preserved,REG
,near,REG
,the,REG
,surface,REG
,),O
,.,O
Sentence 50,Glaciers,DFD
,are,O
,large,REG
,masses,O
,of,O
,ice,O
,formed,O
,of,O
,compressed,O
,snow,O
,that,O
,move,REG
,slowly,REG
,under,REG
,their,REG
,own,REG
,weight,REG
,.,O
Sentence 51,Sills,DFD
,are,O
,concordant,O
,intrusions,O
,and,O
,frequently,O
,form,O
,resistant,REG
,",",REG
,tabular,REG
,bands,REG
,within,REG
,sedimentary,REG
,beds,REG
,",",O
,although,O
,they,O
,may,REG
,cross,REG
,beds,REG
,to,REG
,spread,REG
,along,REG
,other,REG
,bedding,REG
,planes,REG
,.,O
Sentence 52,Laccoliths,DFD
,are,O
,sills,O
,that,O
,have,O
,thickened,O
,to,O
,produce,O
,domes,O
,.,O
Sentence 53,Phacoliths,DFD
,are,O
,lens-shaped,REG
,masses,O
,seated,REG
,in,REG
,anticlinal,REG
,crests,REG
,and,REG
,synclinal,REG
,troughs,REG
,.,O
Sentence 54,Blockfields,DFD
,are,O
,large,REG
,expanses,REG
,of,O
,coarse,O
,and,O
,angular,O
,rock,O
,rubble,O
,.,O
Sentence 55,Grab,DFD
,samplers,DFD
,are,O
,buckets,O
,or,O
,segments,O
,that,O
,drive,REG
,into,REG
,the,REG
,sediment,REG
,layer,REG
,and,REG
,enclose,REG
,and,REG
,retain,REG
,a,REG
,layer,REG
,.,O
Sentence 56,Ophiolites,DFD
,are,O
,sections,O
,of,O
,the,REG
,earth's,REG
,oceanic,REG
,crust,REG
,and,REG
,the,O
,underlying,REG
,upper,REG
,mantle,REG
,that,O
,have,O
,been,O
,uplifted,REG
,or,REG
,emplaced,REG
,and,REG
,exposed,REG
,within,O
,the,O
,continental,REG
,crustal,REG
,rocks,REG
,.,O
Sentence 57,Collisions,DFD
,are,O
,zones,O
,where,REG
,a,REG
,continent,REG
,",",REG
,island,REG
,arc,REG
,",",REG
,oceanic,REG
,plateau,REG
,",",REG
,or,REG
,other,REG
,thick,REG
,piece,REG
,of,REG
,crust,REG
,on,REG
,a,REG
,downgoing,REG
,plate,REG
,arrives,REG
,at,REG
,a,REG
,subduction,REG
,zone,REG
,.,REG
Sentence 58,Volcanic,DFD
,rift,DFD
,zones,DFD
,are,O
,belts,O
,of,O
,aligned,O
,volcanic,O
,vents,O
,and,O
,associated,O
,magma-induced,O
,extensional,O
,structures,O
,such,O
,as,O
,subparallel,O
,normal,O
,faults,O
,",",O
,anastomosing,O
,tensile,O
,cracks,O
,",",O
,monoclines,O
,",",O
,and,O
,eruptive,O
,fissure,O
,.,O
Sentence 59,Landslides,DFD
,are,O
,disequilibrium,O
,landforms,O
,that,O
,change,O
,through,O
,time,O
,more,O
,rapidly,O
,than,O
,surrounding,O
,terrain,O
,.,O
Sentence 60,Consociations,DFD
,are,O
,map,O
,units,O
,which,O
,delineate,REG
,a,REG
,single,REG
,geomorphic,REG
,process,REG
,or,REG
,landform,REG
,",",O
,depending,O
,on,O
,scale,O
,.,O
Sentence 61,Placer,DFD
,deposits,DFD
,are,O
,mixtures,O
,of,O
,heavy,O
,metals,O
,with,O
,specific,O
,location,O
,",",O
,geomorphic,O
,principles,O
,have,O
,been,O
,applied,O
,other,O
,than,O
,any,O
,other,O
,phase,O
,of,O
,economic,O
,geology,O
,.,O
Sentence 62,Nunataks,DFD
,are,O
,rock,O
,outcrops,O
,",",O
,ranging,REG
,from,REG
,less,REG
,than,REG
,a,REG
,kilometre,REG
,to,REG
,hundreds,REG
,of,REG
,kilometres,REG
,in,REG
,size,REG
,",",O
,surrounded,REG
,by,REG
,ice,REG
,.,REG
Sentence 63,Jökulhlaups,DFD
,are,O
,outbursts,O
,of,O
,meltwater,O
,stored,REG
,beneath,REG
,a,REG
,glacier,REG
,or,REG
,ice,REG
,sheet,REG
,as,REG
,a,REG
,subglacial,REG
,lake,REG
,.,REG
Sentence 64,Rock,DFD
,glaciers,DFD
,are,O
,lobes,O
,or,O
,tongues,O
,of,O
,frozen,O
,",",O
,angular,O
,rock,O
,and,O
,fine,O
,debris,O
,mixed,O
,with,O
,interstitial,O
,ice,O
,and,O
,ice,O
,lenses,O
,.,O
Sentence 65,Fumaroles,DFD
,are,REG
,vents,O
,through,REG
,which,REG
,volcanic,REG
,gases,REG
,are,O
,released,REG
,at,REG
,the,REG
,surface,REG
,.,O
Sentence 66,Karst,DFD
,springs,DFD
,are,O
,locations,O
,where,REG
,groundwater,REG
,emerges,REG
,from,REG
,the,REG
,limestone,REG
,and,O
,flows,REG
,across,REG
,the,REG
,surface,REG
,forming,O
,a,O
,stream,O
,or,O
,contained,O
,pool,O
,.,O
Sentence 67,Zeolites,DFD
,are,O
,silicate,O
,minerals,O
,that,O
,typically,O
,form,O
,during,O
,low-grade,REG
,metamorphism,REG
,of,REG
,volcanic,REG
,rocks,REG
,.,O
Sentence 68,Aiguille,DFD
,is,O
,a,O
,sharply,REG
,pointed,REG
,rock,O
,outcrop,O
,or,O
,peak,O
,",",REG
,very,O
,often,O
,produced,O
,by,O
,intense,REG
,frost,REG
,action,REG
,in,O
,mountainous,REG
,regions,REG
,",",O
,such,REG
,as,REG
,the,REG
,Alps,REG
,.,O
Sentence 69,Dissolution,DFD
,is,O
,the,O
,process,O
,whereby,O
,a,O
,rock,O
,",",O
,or,O
,parts,O
,of,O
,a,O
,rock,O
,",",O
,combine,O
,with,O
,water,O
,to,O
,form,O
,a,O
,solution,O
,.,O
Sentence 70,Dome,DFD
,dune,DFD
,is,REG
,a,O
,low,REG
,",",REG
,circular,REG
,or,REG
,oval,REG
,mound,O
,formed,REG
,where,REG
,dune,REG
,height,REG
,is,O
,inhibited,REG
,by,REG
,unobstructed,REG
,strong,REG
,winds,REG
,.,O
Sentence 71,Estuary,DFD
,is,O
,the,REG
,seaward,REG
,end,O
,of,O
,a,REG
,river,O
,",",REG
,opening,REG
,towards,REG
,the,O
,sea,REG
,",",O
,typically,REG
,through,REG
,a,O
,funnel-shaped,REG
,inlet,REG
,",",O
,and,O
,usually,O
,subject,O
,to,O
,tidal,O
,movements,O
,and,O
,incursions,O
,of,O
,salt,O
,water,O
,from,O
,the,O
,sea,O
,.,O
Sentence 72,Feeder,DFD
,beach,DFD
,is,O
,a,O
,beach,O
,that,O
,is,O
,artificially,REG
,widened,REG
,and,O
,nourishes,REG
,downdrift,REG
,beaches,REG
,by,REG
,natural,REG
,littoral,REG
,currents,REG
,or,REG
,forces,REG
,.,O
Sentence 73,Flash,DFD
,is,O
,a,REG
,depression,O
,formed,REG
,by,REG
,subsidence,REG
,",",REG
,particularly,REG
,as,REG
,a,O
,result,REG
,of,REG
,the,REG
,solution,REG
,of,REG
,evaporite,REG
,beds,REG
,.,REG
Sentence 74,Floodplain,DFD
,is,O
,a,O
,relatively,O
,flat,O
,alluvial,O
,landform,O
,",",O
,constructed,O
,largely,O
,by,O
,the,REG
,flow,REG
,regime,REG
,of,REG
,the,O
,present,REG
,river,REG
,and,O
,subject,O
,to,O
,flooding,O
,.,O
Sentence 75,Terracette,DFD
,is,O
,a,REG
,small,REG
,terrace,O
,that,O
,forms,O
,a,REG
,step,REG
,on,REG
,a,O
,hillside,REG
,.,O
,They,O
,often,O
,occur,O
,in,O
,near,REG
,parallel,REG
,series,REG
,running,O
,approximately,O
,along,REG
,the,REG
,contours,REG
,of,REG
,a,O
,hillslope,REG
,.,O
Sentence 76,Colloids,DFD
,are,O
,particles,O
,of,O
,organic,O
,and,O
,mineral,O
,substances,O
,that,O
,range,O
,in,O
,size,O
,from,REG
,1,REG
,to,REG
,100,REG
,nm,REG
,.,O
Sentence 77,Rills,DFD
,are,O
,tiny,REG
,hillside,REG
,channels,O
,a,O
,few,REG
,centimetres,REG
,wide,REG
,and,REG
,deep,REG
,that,O
,are,O
,cut,O
,by,O
,ephemeral,REG
,rivulets,REG
,.,O
Sentence 78,Cirques,DFD
,are,O
,typically,O
,armchair-shaped,REG
,hollows,O
,that,O
,form,O
,in,O
,mountainous,REG
,terrain,REG
,.,O
Sentence 79,Lunate,DFD
,features,DFD
,are,O
,fractures,O
,shaped,REG
,like,REG
,crescents,REG
,with,REG
,the,REG
,concavity,REG
,facing,REG
,the,REG
,direction,REG
,of,REG
,ice,REG
,flow,REG
,.,O
Sentence 80,Geer,DFD
,moraines,DFD
,or,REG
,washboard,O
,moraines,O
,are,O
,series,O
,of,O
,small,REG
,and,O
,roughly,REG
,parallel,REG
,ridges,O
,of,O
,till,O
,that,O
,are,O
,ordinarily,O
,associated,REG
,with,REG
,lakes,REG
,or,O
,former,REG
,lakes,REG
,.,O
Sentence 81,Geer,O
,moraines,DFD
,or,REG
,washboard,DFD
,moraines,O
,are,O
,series,O
,of,O
,small,REG
,and,O
,roughly,REG
,parallel,REG
,ridges,O
,of,O
,till,O
,that,O
,are,O
,ordinarily,O
,associated,REG
,with,REG
,lakes,REG
,or,O
,former,REG
,lakes,REG
,.,O
Sentence 82,Eskers,DFD
,are,O
,the,O
,chief,O
,landform,O
,created,REG
,by,REG
,subglacial,REG
,meltwater,REG
,and,O
,form,O
,by,REG
,the,O
,infilling,REG
,of,REG
,subglacial,REG
,or,REG
,englacial,REG
,channels,REG
,or,REG
,by,O
,sedimentation,REG
,in,REG
,supraglacial,REG
,channels,REG
,.,O
Sentence 83,Icing,DFD
,blisters,DFD
,are,O
,ice,O
,mounds,O
,created,O
,by,O
,groundwater,REG
,injected,REG
,at,REG
,high,REG
,pressure,REG
,between,REG
,icing,REG
,layers,REG
,.,O
Sentence 84,Thermokarst,DFD
,is,O
,irregular,REG
,terrain,O
,characterized,O
,by,O
,topographic,O
,depressions,O
,with,O
,hummocks,O
,between,O
,them,O
,.,O
Sentence 85,Solifluction,DFD
,is,O
,an,O
,important,O
,periglacial,REG
,process,O
,and,O
,forms,O
,sheets,O
,",",O
,lobes,O
,",",O
,terraces,O
,",",O
,and,O
,ploughing,O
,boulders,O
,.,O
Sentence 86,Dunes,DFD
,are,O
,collections,O
,of,O
,loose,O
,sand,O
,built,O
,piecemeal,REG
,by,REG
,the,REG
,wind,REG
,.,O
Sentence 87,Blowouts,DFD
,are,O
,depressions,O
,created,O
,by,REG
,the,O
,deflation,REG
,of,REG
,loose,REG
,sand,REG
,partly,REG
,bound,REG
,by,O
,plant,REG
,roots,REG
,.,O
Sentence 88,Tombolos,DFD
,are,O
,wave-built,O
,ridges,O
,of,O
,beach,O
,material,O
,connecting,REG
,islands,REG
,to,REG
,the,REG
,mainland,REG
,or,REG
,islands,REG
,to,REG
,islands,REG
,.,O
Sentence 89,Tidal,DFD
,flats,DFD
,are,O
,banks,O
,of,O
,mud,O
,or,O
,sand,O
,that,O
,are,O
,exposed,REG
,at,REG
,low,REG
,tide,REG
,.,O
Sentence 90,Greywackes,DFD
,are,O
,sandstones,O
,containing,O
,rock,O
,fragments,O
,and,O
,clay,O
,minerals,O
,.,O
Sentence 91,Caldera,DFD
,is,O
,a,REG
,large,REG
,crater,O
,or,O
,depression,O
,resulting,O
,from,O
,a,O
,powerful,REG
,volcanic,REG
,explosion,REG
,or,O
,the,REG
,collapse,REG
,of,REG
,the,O
,central,REG
,part,REG
,of,REG
,a,O
,volcano,REG
,.,REG
Sentence 92,Catchment,DFD
,is,O
,an,O
,area,O
,that,O
,is,O
,drained,REG
,by,REG
,a,REG
,river,REG
,and,O
,defined,REG
,by,REG
,the,REG
,surrounding,REG
,watershed,REG
,.,O
Sentence 93,Chute,DFD
,is,O
,a,O
,narrow,O
,channel,O
,with,O
,a,O
,swift,O
,current,O
,",",O
,applied,O
,to,O
,rivers,REG
,",",O
,the,REG
,straits,REG
,between,REG
,the,O
,mainland,REG
,and,REG
,islands,REG
,",",O
,and,O
,to,O
,furrows,REG
,produced,REG
,by,REG
,avalanches,REG
,on,REG
,hill,REG
,slopes,REG
,.,O
Sentence 94,Coquina,DFD
,is,O
,a,O
,carbonate,O
,rock,O
,which,O
,consists,O
,largely,O
,or,O
,wholly,O
,of,O
,mechanically,O
,sorted,O
,",",O
,weakly,O
,to,O
,moderately,O
,cemented,O
,fossil,O
,debris,O
,.,O
Sentence 95,Corestone,DFD
,is,O
,a,REG
,spheroidal,REG
,boulder,O
,of,REG
,relatively,O
,unweathered,O
,rock,O
,surrounded,REG
,by,REG
,saprolite,REG
,and,O
,formed,O
,by,O
,sub-surface,REG
,weathering,REG
,of,O
,a,O
,joint,REG
,block,REG
,.,O
Sentence 96,Corrasion,DFD
,is,O
,the,REG
,mechanical,O
,erosion,O
,of,REG
,rock,O
,surfaces,O
,by,REG
,the,O
,impact,REG
,of,O
,moving,REG
,debris,REG
,.,O
Sentence 97,Corridor,DFD
,karst,DFD
,is,O
,a,O
,type,O
,of,O
,karst,O
,characterized,O
,by,O
,long,O
,",",O
,narrow,O
,chasms,O
,enlarged,O
,by,O
,the,O
,action,O
,of,O
,water,O
,and,O
,into,O
,which,O
,surface,O
,runoff,O
,or,O
,stream,O
,may,O
,flow,O
,.,O
Sentence 98,Daya,DFD
,is,O
,a,REG
,shallow,O
,depression,O
,found,O
,primarily,O
,in,O
,areas,REG
,underlain,REG
,by,REG
,limestone,REG
,bedrock,REG
,or,REG
,calcrete,REG
,as,REG
,a,O
,result,REG
,of,REG
,solution,REG
,.,REG
Sentence 99,De,DFD
,Geer,DFD
,Moraine,DFD
,is,O
,a,O
,glacial,O
,landform,O
,consisting,O
,of,O
,swarms,O
,of,O
,small,REG
,ridges,REG
,oriented,REG
,perpendicular,REG
,to,REG
,the,REG
,ice,REG
,flow,REG
,direction,REG
,.,O
Sentence 100,Dreikanter,DFD
,is,O
,a,O
,shaped,O
,pebble,O
,found,O
,on,REG
,the,O
,surface,REG
,in,REG
,desert,REG
,regions,REG
,and,REG
,periglacial,REG
,areas,REG
,with,O
,three,REG
,distinct,REG
,facets,REG
,on,O
,its,REG
,upper,REG
,surface,REG
